09-23-2026 17:40:46 RAM 6315/30697MB (lfb 251x4MB) SWAP 506/15348MB (cached 0MB) CPU [58%@2201,9%@2201,12%@2201,9%@2201,8%@2201,17%@2201,15%@2201,10%@2201,9%@2201,10%@2201,12%@2201,7%@2201] GR3D_FREQ 0% cpu@58.375C soc2@54.093C soc0@55.125C gpu@52.718C tj@58.375C soc1@55.468C VDD_GPU_SOC 4931mW/4931mW VDD_CPU_CV 3790mW/3790mW VIN_SYS_5V0 5024mW/5024mW
09-23-2026 17:41:40 RAM 8363/30697MB (lfb 76x4MB) SWAP 506/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.781C soc2@52.625C soc0@54.031C gpu@52.312C tj@57.781C soc1@54.218C VDD_GPU_SOC 5311mW/4986mW VDD_CPU_CV 2654mW/3026mW VIN_SYS_5V0 5224mW/5113mW
09-23-2026 17:41:41 RAM 8426/30697MB (lfb 76x4MB) SWAP 506/15348MB (cached 0MB) CPU [1%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@57.718C soc2@52.687C soc0@54.031C gpu@52.312C tj@57.718C soc1@54.281C VDD_GPU_SOC 5311mW/4992mW VDD_CPU_CV 2654mW/3019mW VIN_SYS_5V0 5224mW/5115mW
09-23-2026 17:41:42 RAM 8463/30697MB (lfb 76x4MB) SWAP 506/15348MB (cached 0MB) CPU [1%@2201,0%@2201,3%@2201,0%@2201,1%@2201,1%@2201,100%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@57.406C soc2@52.593C soc0@54.062C gpu@52.406C tj@57.406C soc1@54.343C VDD_GPU_SOC 5311mW/4998mW VDD_CPU_CV 2654mW/3013mW VIN_SYS_5V0 5425mW/5120mW
09-23-2026 17:41:43 RAM 10297/30697MB (lfb 76x4MB) SWAP 506/15348MB (cached 0MB) CPU [8%@2201,2%@2201,4%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.343C soc2@52.656C soc0@54.031C gpu@51.781C tj@57.343C soc1@54.406C VDD_GPU_SOC 5311mW/5003mW VDD_CPU_CV 2654mW/3007mW VIN_SYS_5V0 5325mW/5124mW
09-23-2026 17:41:44 RAM 13369/30697MB (lfb 76x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.562C soc2@52.5C soc0@54.156C gpu@51.937C tj@57.562C soc1@54.437C VDD_GPU_SOC 5311mW/5008mW VDD_CPU_CV 2654mW/3001mW VIN_SYS_5V0 5224mW/5126mW
09-23-2026 17:41:45 RAM 17883/30697MB (lfb 76x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,2%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 1% cpu@57.406C soc2@52.5C soc0@54.187C gpu@51.812C tj@57.406C soc1@54.187C VDD_GPU_SOC 5311mW/5013mW VDD_CPU_CV 2654mW/2995mW VIN_SYS_5V0 5224mW/5127mW
09-23-2026 17:41:47 RAM 20192/30697MB (lfb 3x512kB) SWAP 506/15348MB (cached 0MB) CPU [2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.625C soc2@52.562C soc0@53.968C gpu@51.843C tj@57.625C soc1@54.187C VDD_GPU_SOC 5311mW/5018mW VDD_CPU_CV 2654mW/2989mW VIN_SYS_5V0 5024mW/5126mW
09-23-2026 17:41:48 RAM 21428/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,98%@2201,0%@2201,6%@2201,0%@2201,0%@2201,10%@2201] GR3D_FREQ 6% cpu@57.406C soc2@52.656C soc0@53.937C gpu@51.812C tj@57.406C soc1@54.281C VDD_GPU_SOC 5308mW/5023mW VDD_CPU_CV 3032mW/2990mW VIN_SYS_5V0 5325mW/5129mW
09-23-2026 17:41:49 RAM 21394/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [26%@2201,0%@2201,2%@2201,48%@2201,0%@2201,0%@2201,44%@2201,0%@2201,0%@2201,0%@2201,1%@2201,43%@2201] GR3D_FREQ 8% cpu@57.562C soc2@52.781C soc0@53.968C gpu@51.906C tj@57.562C soc1@54.312C VDD_GPU_SOC 5683mW/5033mW VDD_CPU_CV 3787mW/3003mW VIN_SYS_5V0 5626mW/5137mW
09-23-2026 17:41:50 RAM 21397/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [15%@2201,0%@2201,0%@2201,18%@2201,40%@2201,20%@2201,0%@2201,0%@2201,2%@2201,2%@2201,10%@2201,50%@2201] GR3D_FREQ 8% cpu@57.406C soc2@52.906C soc0@54.093C gpu@51.937C tj@57.406C soc1@54.468C VDD_GPU_SOC 6064mW/5050mW VDD_CPU_CV 3787mW/3015mW VIN_SYS_5V0 5526mW/5143mW
09-23-2026 17:41:51 RAM 21390/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [58%@2201,0%@2201,0%@2201,61%@2201,0%@2201,0%@2201,0%@2201,0%@2201,26%@2201,2%@2201,1%@2201,3%@2201] GR3D_FREQ 9% cpu@57.5C soc2@52.687C soc0@54.156C gpu@51.906C tj@57.5C soc1@54.562C VDD_GPU_SOC 5683mW/5059mW VDD_CPU_CV 3787mW/3027mW VIN_SYS_5V0 5626mW/5150mW
09-23-2026 17:41:52 RAM 21394/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [38%@2201,0%@2201,0%@2201,54%@2201,0%@2201,0%@2201,0%@2201,0%@2201,33%@2201,1%@2201,27%@2201,1%@2201] GR3D_FREQ 7% cpu@57.406C soc2@52.593C soc0@53.937C gpu@52C tj@57.406C soc1@54.25C VDD_GPU_SOC 5685mW/5069mW VDD_CPU_CV 3408mW/3033mW VIN_SYS_5V0 5526mW/5156mW
09-23-2026 17:41:53 RAM 21390/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [60%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,4%@2201,16%@2201,25%@2201,2%@2201,7%@2201,11%@2201] GR3D_FREQ 7% cpu@57.437C soc2@52.562C soc0@53.937C gpu@52.187C tj@57.437C soc1@54.375C VDD_GPU_SOC 5685mW/5078mW VDD_CPU_CV 3031mW/3033mW VIN_SYS_5V0 5526mW/5161mW
09-23-2026 17:41:54 RAM 21392/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [26%@2201,0%@2201,0%@2201,0%@2201,22%@2201,0%@2201,11%@2201,18%@2201,19%@2201,3%@2201,0%@2201,25%@2201] GR3D_FREQ 7% cpu@57.875C soc2@52.625C soc0@54.031C gpu@52.218C tj@57.468C soc1@54.312C VDD_GPU_SOC 5685mW/5087mW VDD_CPU_CV 3029mW/3033mW VIN_SYS_5V0 5526mW/5167mW
09-23-2026 17:41:55 RAM 21387/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [22%@2201,8%@2201,0%@2201,0%@2201,36%@2201,0%@2201,0%@2201,5%@2201,31%@2201,1%@2201,1%@2201,24%@2201] GR3D_FREQ 6% cpu@57.375C soc2@52.687C soc0@54.093C gpu@52.125C tj@57.375C soc1@54.343C VDD_GPU_SOC 5685mW/5096mW VDD_CPU_CV 3409mW/3038mW VIN_SYS_5V0 5526mW/5172mW
09-23-2026 17:41:56 RAM 21389/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [63%@2201,0%@2201,0%@2201,0%@2201,12%@2201,2%@2201,0%@2201,0%@2201,13%@2201,0%@2201,1%@2201,27%@2201] GR3D_FREQ 6% cpu@57.906C soc2@52.843C soc0@54.062C gpu@52.125C tj@57.906C soc1@54.468C VDD_GPU_SOC 5685mW/5104mW VDD_CPU_CV 3031mW/3038mW VIN_SYS_5V0 5425mW/5176mW
09-23-2026 17:41:57 RAM 21390/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [14%@2201,1%@2201,9%@2201,0%@2201,7%@2201,3%@2201,16%@2201,0%@2201,28%@2201,3%@2201,1%@2201,24%@2201] GR3D_FREQ 8% cpu@57.406C soc2@52.687C soc0@53.937C gpu@52.156C tj@57.406C soc1@54.187C VDD_GPU_SOC 5685mW/5112mW VDD_CPU_CV 3031mW/3038mW VIN_SYS_5V0 5425mW/5179mW
09-23-2026 17:41:58 RAM 21385/30697MB (lfb 1x2MB) SWAP 506/15348MB (cached 0MB) CPU [35%@2201,7%@2201,72%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,2%@2201,1%@2201,24%@2201] GR3D_FREQ 5% cpu@57.687C soc2@52.687C soc0@53.937C gpu@52.218C tj@57.687C soc1@54.156C VDD_GPU_SOC 5685mW/5120mW VDD_CPU_CV 3409mW/3043mW VIN_SYS_5V0 5526mW/5184mW
09-23-2026 17:41:59 RAM 21390/30697MB (lfb 3x4MB) SWAP 506/15348MB (cached 0MB) CPU [1%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,7%@2201,0%@2201] GR3D_FREQ 0% cpu@57.406C soc2@52.562C soc0@54C gpu@52.125C tj@57.406C soc1@54.218C VDD_GPU_SOC 5311mW/5123mW VDD_CPU_CV 2275mW/3032mW VIN_SYS_5V0 5425mW/5187mW
09-23-2026 17:42:00 RAM 22313/30697MB (lfb 4x2MB) SWAP 506/15348MB (cached 0MB) CPU [14%@2201,94%@2201,11%@2201,12%@2201,12%@2201,11%@2201,12%@2201,12%@2201,12%@2201,12%@2201,11%@2201,16%@2201] GR3D_FREQ 13% cpu@57.593C soc2@52.718C soc0@54.062C gpu@52.406C tj@57.593C soc1@54.281C VDD_GPU_SOC 5688mW/5130mW VDD_CPU_CV 3409mW/3038mW VIN_SYS_5V0 5626mW/5193mW
09-23-2026 17:42:01 RAM 22782/30697MB (lfb 4x2MB) SWAP 506/15348MB (cached 0MB) CPU [6%@2201,15%@2201,0%@2201,34%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,47%@2201,4%@2201] GR3D_FREQ 0% cpu@57.25C soc2@52.562C soc0@54.031C gpu@52.187C tj@57.25C soc1@54.375C VDD_GPU_SOC 5308mW/5133mW VDD_CPU_CV 3032mW/3037mW VIN_SYS_5V0 5024mW/5191mW
09-23-2026 17:42:02 RAM 22796/30697MB (lfb 5x2MB) SWAP 506/15348MB (cached 0MB) CPU [54%@2201,0%@2201,0%@2201,1%@2201,25%@2201,0%@2201,0%@2201,0%@2201,13%@2201,5%@2201,6%@2201,2%@2201] GR3D_FREQ 0% cpu@58.468C soc2@52.531C soc0@54.156C gpu@52.281C tj@58.468C soc1@54.468C VDD_GPU_SOC 4931mW/5130mW VDD_CPU_CV 3032mW/3037mW VIN_SYS_5V0 4923mW/5187mW
09-23-2026 17:42:03 RAM 23231/30697MB (lfb 3x4MB) SWAP 506/15348MB (cached 0MB) CPU [19%@2201,2%@2201,0%@2201,0%@2201,3%@2201,0%@2201,0%@2201,0%@2201,74%@2201,1%@2201,8%@2201,3%@2201] GR3D_FREQ 13% cpu@57.468C soc2@52.75C soc0@53.937C gpu@52C tj@57.468C soc1@54.187C VDD_GPU_SOC 5688mW/5137mW VDD_CPU_CV 3032mW/3037mW VIN_SYS_5V0 5325mW/5189mW
09-23-2026 17:42:04 RAM 23243/30697MB (lfb 3x4MB) SWAP 506/15348MB (cached 0MB) CPU [27%@2201,7%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,66%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.781C soc2@52.562C soc0@53.937C gpu@51.812C tj@57.781C soc1@54.25C VDD_GPU_SOC 5311mW/5140mW VDD_CPU_CV 3033mW/3037mW VIN_SYS_5V0 5024mW/5187mW
09-23-2026 17:42:05 RAM 23254/30697MB (lfb 2x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,3%@2201,1%@2201,0%@2201,0%@2201,43%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@58.125C soc2@54.625C soc0@55.718C gpu@59C tj@59C soc1@54.562C VDD_GPU_SOC 35313mW/5521mW VDD_CPU_CV 1878mW/3023mW VIN_SYS_5V0 9947mW/5247mW
09-23-2026 17:42:06 RAM 23255/30697MB (lfb 2x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@58.781C soc2@55.156C soc0@56.156C gpu@59.812C tj@59.812C soc1@54.906C VDD_GPU_SOC 39771mW/5950mW VDD_CPU_CV 1500mW/3004mW VIN_SYS_5V0 11070mW/5320mW
09-23-2026 17:42:07 RAM 23256/30697MB (lfb 2x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.218C soc2@55.468C soc0@56.562C gpu@60.406C tj@60.406C soc1@55.343C VDD_GPU_SOC 40129mW/6372mW VDD_CPU_CV 1500mW/2985mW VIN_SYS_5V0 11372mW/5395mW
09-23-2026 17:42:08 RAM 23280/30697MB (lfb 2x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,1%@2201,0%@2201,77%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.156C soc2@53.875C soc0@55.156C gpu@53.968C tj@59.156C soc1@55.187C VDD_GPU_SOC 10982mW/6428mW VDD_CPU_CV 3027mW/2985mW VIN_SYS_5V0 6129mW/5404mW
09-23-2026 17:42:09 RAM 23292/30697MB (lfb 2x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.875C soc2@53.5C soc0@54.781C gpu@53.281C tj@58.875C soc1@55C VDD_GPU_SOC 5690mW/6419mW VDD_CPU_CV 3032mW/2986mW VIN_SYS_5V0 5325mW/5403mW
09-23-2026 17:42:10 RAM 23297/30697MB (lfb 2x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.375C soc2@53.312C soc0@54.656C gpu@53.093C tj@58.375C soc1@54.937C VDD_GPU_SOC 5311mW/6406mW VDD_CPU_CV 3033mW/2987mW VIN_SYS_5V0 5224mW/5401mW
09-23-2026 17:42:11 RAM 23310/30697MB (lfb 2x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.687C soc2@53.281C soc0@54.5C gpu@52.875C tj@58.375C soc1@54.968C VDD_GPU_SOC 5311mW/6393mW VDD_CPU_CV 3033mW/2987mW VIN_SYS_5V0 5224mW/5399mW
09-23-2026 17:42:12 RAM 23323/30697MB (lfb 2x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,99%@2201,0%@2201,3%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.125C soc2@53.187C soc0@54.593C gpu@52.812C tj@58.125C soc1@54.937C VDD_GPU_SOC 4931mW/6376mW VDD_CPU_CV 3032mW/2988mW VIN_SYS_5V0 5124mW/5395mW
09-23-2026 17:42:13 RAM 23328/30697MB (lfb 1x4MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.062C soc2@52.937C soc0@54.593C gpu@52.593C tj@58.062C soc1@54.968C VDD_GPU_SOC 4931mW/6359mW VDD_CPU_CV 3033mW/2988mW VIN_SYS_5V0 5024mW/5391mW
09-23-2026 17:42:14 RAM 23901/30697MB (lfb 2x2MB) SWAP 507/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,12%@2201] GR3D_FREQ 0% cpu@58.218C soc2@53.031C soc0@54.406C gpu@52.687C tj@58.218C soc1@54.687C VDD_GPU_SOC 6067mW/6356mW VDD_CPU_CV 3411mW/2993mW VIN_SYS_5V0 5425mW/5392mW
09-23-2026 17:42:15 RAM 23906/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,14%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@58.468C soc2@54.406C soc0@55.406C gpu@58C tj@58.468C soc1@54.843C VDD_GPU_SOC 27483mW/6593mW VDD_CPU_CV 1881mW/2981mW VIN_SYS_5V0 11555mW/5461mW
09-23-2026 17:42:16 RAM 23906/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.25C soc2@54.781C soc0@55.75C gpu@58.5C tj@59.25C soc1@55.125C VDD_GPU_SOC 29340mW/6846mW VDD_CPU_CV 1504mW/2964mW VIN_SYS_5V0 12158mW/5535mW
09-23-2026 17:42:17 RAM 23908/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.062C soc2@55.093C soc0@56.093C gpu@59.062C tj@59.062C soc1@55.375C VDD_GPU_SOC 29340mW/7093mW VDD_CPU_CV 1504mW/2948mW VIN_SYS_5V0 11875mW/5605mW
09-23-2026 17:42:18 RAM 23908/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@59.281C soc2@55.406C soc0@56.218C gpu@59.312C tj@59.312C soc1@55.718C VDD_GPU_SOC 29716mW/7339mW VDD_CPU_CV 1504mW/2932mW VIN_SYS_5V0 11674mW/5671mW
09-23-2026 17:42:19 RAM 23909/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@59.531C soc2@55.437C soc0@56.531C gpu@59.968C tj@59.968C soc1@55.656C VDD_GPU_SOC 30832mW/7592mW VDD_CPU_CV 1503mW/2917mW VIN_SYS_5V0 12076mW/5740mW
09-23-2026 17:42:20 RAM 23946/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,47%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.812C soc2@54.5C soc0@55.625C gpu@54.656C tj@59.812C soc1@55.75C VDD_GPU_SOC 13616mW/7656mW VDD_CPU_CV 2646mW/2914mW VIN_SYS_5V0 7435mW/5758mW
09-23-2026 17:42:21 RAM 23947/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,2%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.531C soc2@54.062C soc0@55.281C gpu@53.937C tj@59.531C soc1@55.531C VDD_GPU_SOC 5690mW/7635mW VDD_CPU_CV 3032mW/2915mW VIN_SYS_5V0 5325mW/5753mW
09-23-2026 17:42:22 RAM 23976/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.781C soc2@53.843C soc0@55.187C gpu@53.5C tj@58.781C soc1@55.5C VDD_GPU_SOC 5311mW/7611mW VDD_CPU_CV 3033mW/2917mW VIN_SYS_5V0 5224mW/5748mW
09-23-2026 17:42:23 RAM 23977/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.656C soc2@53.781C soc0@55.187C gpu@53.281C tj@58.656C soc1@55.468C VDD_GPU_SOC 5311mW/7587mW VDD_CPU_CV 3033mW/2918mW VIN_SYS_5V0 5124mW/5741mW
09-23-2026 17:42:24 RAM 23985/30697MB (lfb 5x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.5C soc2@53.687C soc0@55.218C gpu@53.125C tj@58.5C soc1@55.531C VDD_GPU_SOC 4931mW/7560mW VDD_CPU_CV 3033mW/2919mW VIN_SYS_5V0 5024mW/5734mW
09-23-2026 17:42:25 RAM 23988/30697MB (lfb 4x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.5C soc2@53.531C soc0@55.125C gpu@53C tj@58.5C soc1@55.5C VDD_GPU_SOC 4931mW/7534mW VDD_CPU_CV 3033mW/2920mW VIN_SYS_5V0 5024mW/5727mW
09-23-2026 17:42:26 RAM 24018/30697MB (lfb 4x4MB) SWAP 507/15348MB (cached 0MB) CPU [0%@2201,8%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,90%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.875C soc2@53.468C soc0@54.843C gpu@53.031C tj@58.875C soc1@55.125C VDD_GPU_SOC 4931mW/7508mW VDD_CPU_CV 3033mW/2921mW VIN_SYS_5V0 4923mW/5719mW
09-23-2026 17:42:27 RAM 24145/30697MB (lfb 4x4MB) SWAP 509/15348MB (cached 0MB) CPU [1%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,2%@2201,3%@2201] GR3D_FREQ 0% cpu@58.375C soc2@53.562C soc0@54.781C gpu@52.812C tj@58.375C soc1@55.156C VDD_GPU_SOC 5311mW/7486mW VDD_CPU_CV 2654mW/2919mW VIN_SYS_5V0 5425mW/5716mW
09-23-2026 17:42:28 RAM 24151/30697MB (lfb 4x4MB) SWAP 509/15348MB (cached 0MB) CPU [1%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.156C soc2@53.406C soc0@54.75C gpu@52.781C tj@58.156C soc1@55C VDD_GPU_SOC 5311mW/7464mW VDD_CPU_CV 2275mW/2912mW VIN_SYS_5V0 5526mW/5714mW
09-23-2026 17:42:29 RAM 24154/30697MB (lfb 4x4MB) SWAP 509/15348MB (cached 0MB) CPU [3%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.125C soc2@53.437C soc0@54.718C gpu@52.656C tj@58.125C soc1@55.187C VDD_GPU_SOC 5311mW/7444mW VDD_CPU_CV 2654mW/2910mW VIN_SYS_5V0 5526mW/5712mW
09-23-2026 17:42:30 RAM 24159/30697MB (lfb 4x4MB) SWAP 509/15348MB (cached 0MB) CPU [2%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@58.343C soc2@53.312C soc0@54.843C gpu@52.75C tj@58.343C soc1@55.25C VDD_GPU_SOC 5311mW/7423mW VDD_CPU_CV 2654mW/2907mW VIN_SYS_5V0 5325mW/5708mW
09-23-2026 17:42:31 RAM 24239/30697MB (lfb 2x4MB) SWAP 511/15348MB (cached 0MB) CPU [2%@2201,100%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,2%@2201,1%@2201,0%@2201,4%@2201] GR3D_FREQ 0% cpu@58.312C soc2@53.281C soc0@54.875C gpu@52.687C tj@58.312C soc1@54.875C VDD_GPU_SOC 5311mW/7403mW VDD_CPU_CV 3033mW/2909mW VIN_SYS_5V0 5425mW/5706mW
09-23-2026 17:42:32 RAM 24025/30697MB (lfb 4x4MB) SWAP 511/15348MB (cached 0MB) CPU [1%@2201,77%@2201,0%@2201,22%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@57.968C soc2@53.156C soc0@54.593C gpu@52.656C tj@57.968C soc1@54.875C VDD_GPU_SOC 4931mW/7380mW VDD_CPU_CV 3032mW/2910mW VIN_SYS_5V0 5124mW/5700mW
09-23-2026 17:42:33 RAM 24012/30697MB (lfb 4x4MB) SWAP 511/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,7%@2201,0%@2201,0%@2201,0%@2201,88%@2201,0%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@57.812C soc2@53.125C soc0@54.5C gpu@52.687C tj@57.812C soc1@54.937C VDD_GPU_SOC 5690mW/7364mW VDD_CPU_CV 2274mW/2904mW VIN_SYS_5V0 5526mW/5699mW
09-23-2026 17:42:34 RAM 24074/30697MB (lfb 4x4MB) SWAP 511/15348MB (cached 0MB) CPU [32%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,3%@2201,51%@2201,1%@2201,10%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@58.187C soc2@54.375C soc0@55.437C gpu@57.25C tj@58.187C soc1@55.093C VDD_GPU_SOC 22627mW/7505mW VDD_CPU_CV 2261mW/2898mW VIN_SYS_5V0 9344mW/5732mW
