09-23-2026 17:24:00 RAM 6940/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [11%@2201,10%@2201,9%@2201,9%@2201,18%@2201,51%@2201,11%@2201,8%@2201,9%@2201,15%@2201,17%@2201,10%@2201] GR3D_FREQ 0% cpu@61.312C soc2@56.312C soc0@57.656C gpu@55.468C tj@61.562C soc1@58.25C VDD_GPU_SOC 5308mW/5308mW VDD_CPU_CV 3788mW/3788mW VIN_SYS_5V0 5124mW/5124mW
09-23-2026 17:24:54 RAM 8680/30697MB (lfb 218x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.593C soc2@54.593C soc0@55.968C gpu@53.843C tj@59.593C soc1@56.312C VDD_GPU_SOC 5311mW/5268mW VDD_CPU_CV 2653mW/3025mW VIN_SYS_5V0 5325mW/5131mW
09-23-2026 17:24:55 RAM 8699/30697MB (lfb 216x4MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.437C soc2@54.593C soc0@55.875C gpu@53.843C tj@59.218C soc1@56.312C VDD_GPU_SOC 5308mW/5269mW VDD_CPU_CV 2653mW/3018mW VIN_SYS_5V0 5325mW/5135mW
09-23-2026 17:24:56 RAM 8751/30697MB (lfb 210x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59C soc2@54.562C soc0@55.937C gpu@53.906C tj@59C soc1@56.375C VDD_GPU_SOC 5308mW/5270mW VDD_CPU_CV 2653mW/3012mW VIN_SYS_5V0 5325mW/5138mW
09-23-2026 17:24:57 RAM 8783/30697MB (lfb 207x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.125C soc2@54.656C soc0@56C gpu@53.968C tj@59.125C soc1@56.5C VDD_GPU_SOC 5311mW/5270mW VDD_CPU_CV 2653mW/3006mW VIN_SYS_5V0 5325mW/5141mW
09-23-2026 17:24:58 RAM 8823/30697MB (lfb 203x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,100%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.062C soc2@54.5C soc0@55.968C gpu@54C tj@59.062C soc1@56.531C VDD_GPU_SOC 5311mW/5271mW VDD_CPU_CV 2274mW/2993mW VIN_SYS_5V0 5325mW/5144mW
09-23-2026 17:24:59 RAM 10746/30697MB (lfb 216x4MB) SWAP 471/15348MB (cached 0MB) CPU [2%@2201,0%@2201,8%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,99%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.218C soc2@54.562C soc0@55.843C gpu@53.968C tj@59.468C soc1@56.187C VDD_GPU_SOC 5688mW/5278mW VDD_CPU_CV 2653mW/2988mW VIN_SYS_5V0 5325mW/5147mW
09-23-2026 17:25:00 RAM 13558/30697MB (lfb 216x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,1%@2201] GR3D_FREQ 2% cpu@59.312C soc2@54.406C soc0@55.875C gpu@54C tj@59.312C soc1@56.25C VDD_GPU_SOC 5308mW/5278mW VDD_CPU_CV 2653mW/2982mW VIN_SYS_5V0 5224mW/5149mW
09-23-2026 17:25:01 RAM 14630/30697MB (lfb 216x4MB) SWAP 471/15348MB (cached 0MB) CPU [12%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,91%@2201,0%@2201,0%@2201] GR3D_FREQ 6% cpu@59.093C soc2@54.687C soc0@55.843C gpu@54.031C tj@59.093C soc1@56.375C VDD_GPU_SOC 5685mW/5285mW VDD_CPU_CV 3031mW/2983mW VIN_SYS_5V0 5425mW/5153mW
09-23-2026 17:25:02 RAM 14658/30697MB (lfb 148x4MB) SWAP 471/15348MB (cached 0MB) CPU [45%@2201,50%@2201,2%@2201,1%@2201,4%@2201,3%@2201,2%@2201,2%@2201,3%@2201,2%@2201,3%@2201,2%@2201] GR3D_FREQ 8% cpu@59.562C soc2@54.843C soc0@55.875C gpu@54.062C tj@59.562C soc1@56.25C VDD_GPU_SOC 6062mW/5297mW VDD_CPU_CV 3029mW/2984mW VIN_SYS_5V0 5526mW/5159mW
09-23-2026 17:25:03 RAM 14660/30697MB (lfb 81x4MB) SWAP 471/15348MB (cached 0MB) CPU [7%@2201,1%@2201,5%@2201,1%@2201,8%@2201,12%@2201,5%@2201,3%@2201,33%@2201,27%@2201,8%@2201,0%@2201] GR3D_FREQ 8% cpu@59.312C soc2@54.562C soc0@55.875C gpu@54.125C tj@59.312C soc1@56.375C VDD_GPU_SOC 6064mW/5309mW VDD_CPU_CV 3029mW/2984mW VIN_SYS_5V0 5425mW/5163mW
09-23-2026 17:25:04 RAM 14660/30697MB (lfb 140x2MB) SWAP 471/15348MB (cached 0MB) CPU [46%@2201,31%@2201,0%@2201,0%@2201,5%@2201,1%@2201,6%@2201,9%@2201,1%@2201,2%@2201,0%@2201,1%@2201] GR3D_FREQ 6% cpu@59.343C soc2@54.531C soc0@56C gpu@54.093C tj@59.343C soc1@56.25C VDD_GPU_SOC 5685mW/5315mW VDD_CPU_CV 3029mW/2985mW VIN_SYS_5V0 5425mW/5167mW
09-23-2026 17:25:05 RAM 13995/30697MB (lfb 1436x1MB) SWAP 471/15348MB (cached 0MB) CPU [25%@2201,26%@2201,9%@2201,10%@2201,16%@2201,7%@2201,5%@2201,24%@2201,18%@2201,3%@2201,9%@2201,12%@2201] GR3D_FREQ 10% cpu@59.656C soc2@54.593C soc0@55.718C gpu@54.125C tj@59.656C soc1@56.218C VDD_GPU_SOC 6062mW/5326mW VDD_CPU_CV 3407mW/2992mW VIN_SYS_5V0 5626mW/5174mW
09-23-2026 17:25:06 RAM 15148/30697MB (lfb 1142x1MB) SWAP 471/15348MB (cached 0MB) CPU [6%@2201,4%@2201,86%@2201,1%@2201,3%@2201,1%@2201,0%@2201,0%@2201,1%@2201,2%@2201,1%@2201,1%@2201] GR3D_FREQ 88% cpu@59.062C soc2@54.843C soc0@56.062C gpu@55.906C tj@59.062C soc1@56.125C VDD_GPU_SOC 9842mW/5394mW VDD_CPU_CV 2648mW/2986mW VIN_SYS_5V0 6631mW/5196mW
09-23-2026 17:25:07 RAM 15153/30697MB (lfb 1142x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,38%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 82% cpu@59.437C soc2@55.25C soc0@56.437C gpu@57.156C tj@59.437C soc1@56.281C VDD_GPU_SOC 18872mW/5592mW VDD_CPU_CV 2263mW/2976mW VIN_SYS_5V0 9244mW/5256mW
09-23-2026 17:25:08 RAM 15154/30697MB (lfb 1142x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,36%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 68% cpu@59.781C soc2@55.531C soc0@56.625C gpu@57.125C tj@59.781C soc1@56.562C VDD_GPU_SOC 19618mW/5795mW VDD_CPU_CV 1885mW/2960mW VIN_SYS_5V0 9560mW/5318mW
09-23-2026 17:25:09 RAM 15141/30697MB (lfb 1143x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,91%@2201,0%@2201,0%@2201,1%@2201,24%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.531C soc2@54.906C soc0@56.25C gpu@54.437C tj@59.531C soc1@56.593C VDD_GPU_SOC 7201mW/5815mW VDD_CPU_CV 2651mW/2956mW VIN_SYS_5V0 6129mW/5329mW
09-23-2026 17:25:10 RAM 15169/30697MB (lfb 1111x1MB) SWAP 471/15348MB (cached 0MB) CPU [10%@2201,11%@2201,79%@2201,25%@2201,12%@2201,11%@2201,10%@2201,10%@2201,12%@2201,13%@2201,11%@2201,11%@2201] GR3D_FREQ 4% cpu@59.75C soc2@54.906C soc0@55.906C gpu@54.968C tj@59.75C soc1@56.25C VDD_GPU_SOC 6064mW/5819mW VDD_CPU_CV 3409mW/2962mW VIN_SYS_5V0 5727mW/5335mW
09-23-2026 17:25:11 RAM 15234/30697MB (lfb 6x4MB) SWAP 471/15348MB (cached 0MB) CPU [61%@2201,1%@2201,0%@2201,5%@2201,0%@2201,1%@2201,0%@2201,0%@2201,4%@2201,0%@2201,1%@2201,29%@2201] GR3D_FREQ 0% cpu@59.281C soc2@54.937C soc0@55.968C gpu@54.062C tj@59.281C soc1@56.281C VDD_GPU_SOC 5308mW/5812mW VDD_CPU_CV 2652mW/2958mW VIN_SYS_5V0 4923mW/5329mW
09-23-2026 17:25:12 RAM 15580/30697MB (lfb 6x4MB) SWAP 471/15348MB (cached 0MB) CPU [29%@2201,2%@2201,1%@2201,1%@2201,1%@2201,39%@2201,3%@2201,1%@2201,27%@2201,1%@2201,2%@2201,0%@2201] GR3D_FREQ 0% cpu@59.937C soc2@54.718C soc0@55.968C gpu@54.312C tj@59.937C soc1@56.375C VDD_GPU_SOC 7201mW/5831mW VDD_CPU_CV 3029mW/2959mW VIN_SYS_5V0 5425mW/5331mW
09-23-2026 17:25:13 RAM 15593/30697MB (lfb 6x4MB) SWAP 471/15348MB (cached 0MB) CPU [11%@2201,0%@2201,0%@2201,1%@2201,1%@2201,88%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.156C soc2@55C soc0@55.875C gpu@54.031C tj@59.156C soc1@56.343C VDD_GPU_SOC 5308mW/5824mW VDD_CPU_CV 3032mW/2960mW VIN_SYS_5V0 5124mW/5328mW
09-23-2026 17:25:14 RAM 15603/30697MB (lfb 6x4MB) SWAP 471/15348MB (cached 0MB) CPU [79%@2201,1%@2201,0%@2201,0%@2201,3%@2201,0%@2201,0%@2201,8%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.375C soc2@55.781C soc0@56.843C gpu@58.718C tj@59.375C soc1@56.406C VDD_GPU_SOC 16999mW/5973mW VDD_CPU_CV 2643mW/2955mW VIN_SYS_5V0 7435mW/5356mW
09-23-2026 17:25:15 RAM 15608/30697MB (lfb 6x4MB) SWAP 471/15348MB (cached 0MB) CPU [20%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@60.312C soc2@56.5C soc0@57.656C gpu@60.718C tj@60.718C soc1@56.781C VDD_GPU_SOC 36785mW/6378mW VDD_CPU_CV 1500mW/2936mW VIN_SYS_5V0 10851mW/5428mW
09-23-2026 17:25:16 RAM 15608/30697MB (lfb 6x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@60.937C soc2@57.093C soc0@58C gpu@62.531C tj@62.531C soc1@56.875C VDD_GPU_SOC 39004mW/6802mW VDD_CPU_CV 1500mW/2918mW VIN_SYS_5V0 10952mW/5500mW
09-23-2026 17:25:17 RAM 15614/30697MB (lfb 6x4MB) SWAP 471/15348MB (cached 0MB) CPU [13%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@61.5C soc2@57.062C soc0@57.562C gpu@58.218C tj@61.5C soc1@57.187C VDD_GPU_SOC 31584mW/7120mW VDD_CPU_CV 1880mW/2904mW VIN_SYS_5V0 9445mW/5551mW
09-23-2026 17:25:18 RAM 15619/30697MB (lfb 5x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,7%@2201,0%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@60.5C soc2@56.156C soc0@56.812C gpu@55.562C tj@60.5C soc1@57.093C VDD_GPU_SOC 7577mW/7125mW VDD_CPU_CV 3029mW/2906mW VIN_SYS_5V0 5626mW/5552mW
09-23-2026 17:25:19 RAM 15624/30697MB (lfb 4x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.25C soc2@55.843C soc0@56.656C gpu@55.093C tj@60.25C soc1@57C VDD_GPU_SOC 5308mW/7103mW VDD_CPU_CV 3032mW/2907mW VIN_SYS_5V0 5224mW/5547mW
09-23-2026 17:25:20 RAM 15628/30697MB (lfb 3x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.875C soc2@55.75C soc0@56.531C gpu@54.843C tj@59.875C soc1@57.062C VDD_GPU_SOC 5308mW/7080mW VDD_CPU_CV 3032mW/2909mW VIN_SYS_5V0 5224mW/5543mW
09-23-2026 17:25:21 RAM 15632/30697MB (lfb 2x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.812C soc2@55.218C soc0@56.531C gpu@54.687C tj@59.812C soc1@56.75C VDD_GPU_SOC 5308mW/7059mW VDD_CPU_CV 2653mW/2906mW VIN_SYS_5V0 5325mW/5541mW
09-23-2026 17:25:22 RAM 15634/30697MB (lfb 2x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.937C soc2@55.343C soc0@56.125C gpu@54.562C tj@59.937C soc1@56.718C VDD_GPU_SOC 5308mW/7038mW VDD_CPU_CV 3032mW/2907mW VIN_SYS_5V0 5224mW/5537mW
09-23-2026 17:25:23 RAM 15639/30697MB (lfb 1x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.593C soc2@55.25C soc0@56.25C gpu@54.468C tj@59.593C soc1@56.687C VDD_GPU_SOC 5308mW/7017mW VDD_CPU_CV 3032mW/2909mW VIN_SYS_5V0 5224mW/5533mW
09-23-2026 17:25:24 RAM 15643/30697MB (lfb 860x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.875C soc2@55.281C soc0@56.312C gpu@54.093C tj@59.875C soc1@56.625C VDD_GPU_SOC 5308mW/6997mW VDD_CPU_CV 3032mW/2910mW VIN_SYS_5V0 5224mW/5530mW
09-23-2026 17:25:25 RAM 15648/30697MB (lfb 1x2MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.375C soc2@55.187C soc0@56.218C gpu@54C tj@59.375C soc1@56.656C VDD_GPU_SOC 5308mW/6977mW VDD_CPU_CV 3032mW/2912mW VIN_SYS_5V0 5224mW/5526mW
09-23-2026 17:25:26 RAM 15619/30697MB (lfb 859x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 0% cpu@59.406C soc2@55.218C soc0@56.25C gpu@54.031C tj@59.406C soc1@56.75C VDD_GPU_SOC 5308mW/6958mW VDD_CPU_CV 3032mW/2913mW VIN_SYS_5V0 5224mW/5523mW
09-23-2026 17:25:27 RAM 15622/30697MB (lfb 4x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.593C soc2@55.093C soc0@56.281C gpu@53.968C tj@59.593C soc1@56.781C VDD_GPU_SOC 5308mW/6939mW VDD_CPU_CV 3032mW/2914mW VIN_SYS_5V0 5224mW/5519mW
09-23-2026 17:25:28 RAM 15628/30697MB (lfb 4x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.531C soc2@55.062C soc0@55.937C gpu@53.875C tj@59.531C soc1@56.406C VDD_GPU_SOC 5308mW/6921mW VDD_CPU_CV 3032mW/2916mW VIN_SYS_5V0 5224mW/5516mW
09-23-2026 17:25:29 RAM 15663/30697MB (lfb 4x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.625C soc2@55C soc0@55.937C gpu@53.843C tj@59.625C soc1@56.343C VDD_GPU_SOC 5308mW/6903mW VDD_CPU_CV 3032mW/2917mW VIN_SYS_5V0 5124mW/5512mW
09-23-2026 17:25:30 RAM 15664/30697MB (lfb 4x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,3%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.218C soc2@55.031C soc0@55.968C gpu@53.875C tj@59.218C soc1@56.437C VDD_GPU_SOC 5308mW/6886mW VDD_CPU_CV 3032mW/2918mW VIN_SYS_5V0 5124mW/5507mW
09-23-2026 17:25:31 RAM 15665/30697MB (lfb 4x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.281C soc2@55.093C soc0@55.906C gpu@53.843C tj@59.281C soc1@56.5C VDD_GPU_SOC 5308mW/6869mW VDD_CPU_CV 3032mW/2920mW VIN_SYS_5V0 5124mW/5503mW
09-23-2026 17:25:32 RAM 15670/30697MB (lfb 2x4MB) SWAP 471/15348MB (cached 0MB) CPU [84%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,3%@2201,1%@2201,2%@2201,2%@2201] GR3D_FREQ 0% cpu@59.218C soc2@54.968C soc0@56.062C gpu@53.968C tj@59.218C soc1@56.593C VDD_GPU_SOC 6822mW/6868mW VDD_CPU_CV 3029mW/2921mW VIN_SYS_5V0 5526mW/5503mW
09-23-2026 17:25:33 RAM 15667/30697MB (lfb 2x4MB) SWAP 471/15348MB (cached 0MB) CPU [91%@2201,0%@2201,0%@2201,0%@2201,5%@2201,1%@2201,3%@2201,0%@2201,0%@2201,0%@2201,4%@2201,0%@2201] GR3D_FREQ 0% cpu@59.312C soc2@54.906C soc0@56.187C gpu@54.062C tj@59.312C soc1@56.25C VDD_GPU_SOC 6443mW/6864mW VDD_CPU_CV 3031mW/2922mW VIN_SYS_5V0 5425mW/5503mW
09-23-2026 17:25:34 RAM 15669/30697MB (lfb 2x4MB) SWAP 471/15348MB (cached 0MB) CPU [80%@2201,0%@2201,0%@2201,0%@2201,1%@2201,3%@2201,1%@2201,1%@2201,1%@2201,7%@2201,1%@2201,4%@2201] GR3D_FREQ 90% cpu@59.593C soc2@55.218C soc0@56.312C gpu@56.875C tj@59.593C soc1@56.218C VDD_GPU_SOC 11352mW/6911mW VDD_CPU_CV 2647mW/2919mW VIN_SYS_5V0 6631mW/5514mW
09-23-2026 17:25:35 RAM 15670/30697MB (lfb 2x4MB) SWAP 471/15348MB (cached 0MB) CPU [99%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.125C soc2@54.937C soc0@55.906C gpu@54C tj@59.125C soc1@56.312C VDD_GPU_SOC 6067mW/6902mW VDD_CPU_CV 2652mW/2916mW VIN_SYS_5V0 5425mW/5513mW
09-23-2026 17:25:36 RAM 15671/30697MB (lfb 1x2MB) SWAP 471/15348MB (cached 0MB) CPU [81%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,3%@2201,4%@2201,4%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.156C soc2@54.906C soc0@55.906C gpu@54.125C tj@59.156C soc1@56.312C VDD_GPU_SOC 7201mW/6905mW VDD_CPU_CV 3029mW/2917mW VIN_SYS_5V0 5626mW/5515mW
09-23-2026 17:25:37 RAM 15668/30697MB (lfb 1x2MB) SWAP 471/15348MB (cached 0MB) CPU [83%@2201,0%@2201,0%@2201,0%@2201,4%@2201,5%@2201,3%@2201,3%@2201,1%@2201,1%@2201,3%@2201,0%@2201] GR3D_FREQ 0% cpu@59.125C soc2@55.281C soc0@56.343C gpu@55.625C tj@59.125C soc1@56.312C VDD_GPU_SOC 10221mW/6939mW VDD_CPU_CV 3027mW/2919mW VIN_SYS_5V0 6229mW/5522mW
09-23-2026 17:25:38 RAM 15674/30697MB (lfb 858x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.343C soc2@54.875C soc0@56C gpu@53.937C tj@59.343C soc1@56.468C VDD_GPU_SOC 5688mW/6926mW VDD_CPU_CV 3032mW/2920mW VIN_SYS_5V0 5325mW/5520mW
09-23-2026 17:25:39 RAM 15676/30697MB (lfb 858x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.531C soc2@54.781C soc0@55.875C gpu@53.968C tj@59.531C soc1@56.156C VDD_GPU_SOC 5308mW/6910mW VDD_CPU_CV 3032mW/2921mW VIN_SYS_5V0 5224mW/5517mW
09-23-2026 17:25:40 RAM 15669/30697MB (lfb 856x1MB) SWAP 471/15348MB (cached 0MB) CPU [24%@2201,62%@2201,0%@2201,0%@2201,0%@2201,6%@2201,3%@2201,0%@2201,3%@2201,0%@2201,3%@2201,2%@2201] GR3D_FREQ 0% cpu@59.531C soc2@54.593C soc0@55.75C gpu@53.656C tj@59.531C soc1@56.187C VDD_GPU_SOC 4931mW/6890mW VDD_CPU_CV 3032mW/2922mW VIN_SYS_5V0 5124mW/5513mW
09-23-2026 17:25:41 RAM 15672/30697MB (lfb 856x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,86%@2201,0%@2201,0%@2201,2%@2201,1%@2201,5%@2201,3%@2201,4%@2201,0%@2201,0%@2201,4%@2201] GR3D_FREQ 0% cpu@59.25C soc2@54.656C soc0@55.718C gpu@53.656C tj@59.25C soc1@56.093C VDD_GPU_SOC 4931mW/6871mW VDD_CPU_CV 3032mW/2923mW VIN_SYS_5V0 5024mW/5508mW
09-23-2026 17:25:42 RAM 16272/30697MB (lfb 280x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,68%@2201,0%@2201,0%@2201,0%@2201,4%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.75C soc2@54.937C soc0@56C gpu@54.031C tj@59.75C soc1@56.25C VDD_GPU_SOC 10599mW/6907mW VDD_CPU_CV 2648mW/2920mW VIN_SYS_5V0 6732mW/5520mW
09-23-2026 17:25:43 RAM 16277/30697MB (lfb 277x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.562C soc2@54.781C soc0@55.937C gpu@53.875C tj@59.562C soc1@56.343C VDD_GPU_SOC 5688mW/6896mW VDD_CPU_CV 3031mW/2921mW VIN_SYS_5V0 5224mW/5517mW
09-23-2026 17:25:44 RAM 16279/30697MB (lfb 277x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.468C soc2@54.593C soc0@55.906C gpu@53.75C tj@59.468C soc1@56.343C VDD_GPU_SOC 5311mW/6881mW VDD_CPU_CV 3032mW/2922mW VIN_SYS_5V0 5024mW/5513mW
09-23-2026 17:25:45 RAM 16280/30697MB (lfb 276x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.531C soc2@54.5C soc0@55.718C gpu@53.656C tj@59.531C soc1@56.062C VDD_GPU_SOC 5308mW/6866mW VDD_CPU_CV 3032mW/2923mW VIN_SYS_5V0 5124mW/5509mW
09-23-2026 17:25:46 RAM 16281/30697MB (lfb 272x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,70%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,1%@2201,0%@2201,4%@2201,0%@2201] GR3D_FREQ 99% cpu@59.687C soc2@55.125C soc0@56.187C gpu@56.531C tj@59.687C soc1@56.125C VDD_GPU_SOC 16614mW/6957mW VDD_CPU_CV 2264mW/2917mW VIN_SYS_5V0 8741mW/5539mW
09-23-2026 17:25:47 RAM 16286/30697MB (lfb 272x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,1%@2201,4%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.656C soc2@54.656C soc0@55.718C gpu@53.718C tj@59.5C soc1@56.156C VDD_GPU_SOC 6064mW/6949mW VDD_CPU_CV 3031mW/2918mW VIN_SYS_5V0 5526mW/5539mW
