09-24-2026 01:02:37 RAM 7991/30697MB (lfb 206x4MB) SWAP 582/15348MB (cached 1MB) CPU [43%@2201,5%@2201,2%@2201,2%@2201,2%@2201,6%@2201,16%@2201,5%@2201,2%@2201,7%@2201,5%@2201,2%@2201] GR3D_FREQ 0% cpu@65.406C soc2@60.937C soc0@61.968C gpu@60.187C tj@65.406C soc1@62.343C VDD_GPU_SOC 5311mW/5311mW VDD_CPU_CV 2654mW/2654mW VIN_SYS_5V0 5124mW/5124mW
09-24-2026 01:32:22 RAM 15378/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [24%@2201,1%@2201,0%@2201,4%@2201,1%@2201,0%@2201,5%@2201,0%@2201,0%@2201,1%@2201,11%@2201,0%@2201] GR3D_FREQ 99% cpu@64.468C soc2@60.281C soc0@61.062C gpu@63.5C tj@64.468C soc1@60.5C VDD_GPU_SOC 29741mW/26320mW VDD_CPU_CV 1881mW/1874mW VIN_SYS_5V0 10148mW/8372mW
09-24-2026 01:32:23 RAM 15379/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [26%@2201,0%@2201,1%@2201,5%@2201,7%@2201,6%@2201,3%@2201,0%@2201,1%@2201,5%@2201,4%@2201,0%@2201] GR3D_FREQ 99% cpu@64.687C soc2@60.531C soc0@61.343C gpu@64.812C tj@64.812C soc1@60.468C VDD_GPU_SOC 31234mW/26323mW VDD_CPU_CV 1880mW/1874mW VIN_SYS_5V0 10048mW/8373mW
09-24-2026 01:32:24 RAM 15380/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [11%@2201,0%@2201,1%@2201,0%@2201,3%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,7%@2201,1%@2201] GR3D_FREQ 96% cpu@64.687C soc2@60.593C soc0@61.375C gpu@64.187C tj@64.687C soc1@60.656C VDD_GPU_SOC 32725mW/26327mW VDD_CPU_CV 1880mW/1874mW VIN_SYS_5V0 9963mW/8374mW
09-24-2026 01:32:25 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [9%@2201,0%@2201,5%@2201,4%@2201,3%@2201,1%@2201,2%@2201,0%@2201,1%@2201,0%@2201,11%@2201,1%@2201] GR3D_FREQ 91% cpu@64.656C soc2@60.25C soc0@60.906C gpu@62.343C tj@64.656C soc1@60.625C VDD_GPU_SOC 27883mW/26328mW VDD_CPU_CV 2259mW/1874mW VIN_SYS_5V0 9646mW/8374mW
09-24-2026 01:32:26 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [9%@2201,0%@2201,1%@2201,2%@2201,0%@2201,0%@2201,3%@2201,0%@2201,0%@2201,0%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.375C soc2@60.437C soc0@61.218C gpu@63.468C tj@64.375C soc1@60.593C VDD_GPU_SOC 29754mW/26330mW VDD_CPU_CV 1881mW/1874mW VIN_SYS_5V0 10048mW/8375mW
09-24-2026 01:32:27 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,1%@2201,0%@2201,0%@2201,4%@2201,0%@2201] GR3D_FREQ 99% cpu@64.5C soc2@60.625C soc0@61.562C gpu@65.156C tj@65.156C soc1@60.562C VDD_GPU_SOC 32739mW/26333mW VDD_CPU_CV 1504mW/1874mW VIN_SYS_5V0 9963mW/8376mW
09-24-2026 01:32:28 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,0%@2201,1%@2201,0%@2201,2%@2201,0%@2201,5%@2201,0%@2201,0%@2201,0%@2201,7%@2201,0%@2201] GR3D_FREQ 48% cpu@64.593C soc2@60.375C soc0@61.375C gpu@62.468C tj@64.593C soc1@60.562C VDD_GPU_SOC 31610mW/26336mW VDD_CPU_CV 1504mW/1874mW VIN_SYS_5V0 10148mW/8377mW
09-24-2026 01:32:29 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [3%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,14%@2201,0%@2201,0%@2201,0%@2201,7%@2201,0%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.375C soc0@61.125C gpu@63.625C tj@64.656C soc1@60.562C VDD_GPU_SOC 29741mW/26338mW VDD_CPU_CV 1882mW/1874mW VIN_SYS_5V0 10048mW/8378mW
09-24-2026 01:32:30 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,0%@2201,1%@2201,1%@2201,2%@2201,1%@2201,5%@2201,1%@2201,0%@2201,1%@2201,5%@2201,1%@2201] GR3D_FREQ 99% cpu@64.562C soc2@60.718C soc0@61.375C gpu@65C tj@65C soc1@60.656C VDD_GPU_SOC 31610mW/26341mW VDD_CPU_CV 1504mW/1874mW VIN_SYS_5V0 9947mW/8379mW
09-24-2026 01:32:31 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,0%@2201,2%@2201,1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,4%@2201,0%@2201] GR3D_FREQ 99% cpu@64.593C soc2@60.656C soc0@61.218C gpu@64C tj@64.593C soc1@60.656C VDD_GPU_SOC 32349mW/26344mW VDD_CPU_CV 1504mW/1873mW VIN_SYS_5V0 10449mW/8380mW
09-24-2026 01:32:32 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,0%@2201,3%@2201,15%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,13%@2201,0%@2201] GR3D_FREQ 99% cpu@64.468C soc2@60.437C soc0@61.156C gpu@63.375C tj@64.468C soc1@60.718C VDD_GPU_SOC 28248mW/26345mW VDD_CPU_CV 1883mW/1873mW VIN_SYS_5V0 9746mW/8381mW
09-24-2026 01:32:33 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,1%@2201,2%@2201,4%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,7%@2201,1%@2201] GR3D_FREQ 79% cpu@64.437C soc2@60.437C soc0@61.375C gpu@64.437C tj@64.437C soc1@60.843C VDD_GPU_SOC 29754mW/26347mW VDD_CPU_CV 1882mW/1873mW VIN_SYS_5V0 9947mW/8382mW
09-24-2026 01:32:34 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,4%@2201,1%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,6%@2201,0%@2201] GR3D_FREQ 99% cpu@64.687C soc2@60.718C soc0@61.5C gpu@65.093C tj@65.093C soc1@60.593C VDD_GPU_SOC 32363mW/26351mW VDD_CPU_CV 1504mW/1873mW VIN_SYS_5V0 9963mW/8383mW
09-24-2026 01:32:35 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,1%@2201,4%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,10%@2201,0%@2201] GR3D_FREQ 0% cpu@64.437C soc2@60.343C soc0@61.125C gpu@62.25C tj@64.437C soc1@60.562C VDD_GPU_SOC 30118mW/26353mW VDD_CPU_CV 1505mW/1873mW VIN_SYS_5V0 9947mW/8384mW
09-24-2026 01:32:36 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [4%@2201,1%@2201,4%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,8%@2201,1%@2201] GR3D_FREQ 99% cpu@64.687C soc2@60.468C soc0@61.156C gpu@64.031C tj@64.687C soc1@60.656C VDD_GPU_SOC 29001mW/26354mW VDD_CPU_CV 1882mW/1873mW VIN_SYS_5V0 9947mW/8385mW
09-24-2026 01:32:37 RAM 15385/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,4%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,6%@2201,0%@2201] GR3D_FREQ 99% cpu@64.406C soc2@60.656C soc0@61.437C gpu@64.718C tj@64.718C soc1@60.687C VDD_GPU_SOC 30871mW/26357mW VDD_CPU_CV 1505mW/1873mW VIN_SYS_5V0 9947mW/8385mW
09-24-2026 01:32:38 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,7%@2201,0%@2201] GR3D_FREQ 96% cpu@64.593C soc2@60.812C soc0@61.593C gpu@64.25C tj@64.593C soc1@60.687C VDD_GPU_SOC 32725mW/26360mW VDD_CPU_CV 1504mW/1873mW VIN_SYS_5V0 9963mW/8386mW
09-24-2026 01:32:39 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,0%@2201,4%@2201,3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,12%@2201,1%@2201] GR3D_FREQ 85% cpu@64.781C soc2@60.218C soc0@61.093C gpu@62.656C tj@64.781C soc1@60.843C VDD_GPU_SOC 28260mW/26361mW VDD_CPU_CV 1883mW/1873mW VIN_SYS_5V0 9646mW/8387mW
09-24-2026 01:32:40 RAM 15384/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.593C soc2@60.437C soc0@61.156C gpu@63.656C tj@64.593C soc1@60.531C VDD_GPU_SOC 29377mW/26363mW VDD_CPU_CV 1505mW/1872mW VIN_SYS_5V0 10048mW/8388mW
09-24-2026 01:32:41 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,1%@2201,4%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,6%@2201,0%@2201] GR3D_FREQ 99% cpu@64.687C soc2@60.718C soc0@61.437C gpu@64.781C tj@64.781C soc1@60.656C VDD_GPU_SOC 31987mW/26366mW VDD_CPU_CV 1504mW/1872mW VIN_SYS_5V0 9947mW/8389mW
09-24-2026 01:32:42 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,1%@2201,4%@2201,3%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,6%@2201,0%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.656C soc0@61.281C gpu@64C tj@64.656C soc1@60.687C VDD_GPU_SOC 32725mW/26370mW VDD_CPU_CV 1504mW/1872mW VIN_SYS_5V0 10449mW/8390mW
09-24-2026 01:32:43 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,4%@2201,2%@2201,0%@2201,0%@2201,0%@2201,1%@2201,2%@2201,0%@2201,12%@2201,0%@2201] GR3D_FREQ 99% cpu@64.406C soc2@60.468C soc0@61.187C gpu@63.718C tj@64.5C soc1@60.687C VDD_GPU_SOC 29001mW/26371mW VDD_CPU_CV 1882mW/1872mW VIN_SYS_5V0 9947mW/8391mW
09-24-2026 01:32:44 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,1%@2201,16%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,3%@2201,0%@2201] GR3D_FREQ 99% cpu@64.468C soc2@60.687C soc0@61.531C gpu@64.75C tj@64.75C soc1@60.718C VDD_GPU_SOC 31234mW/26374mW VDD_CPU_CV 1881mW/1872mW VIN_SYS_5V0 10148mW/8392mW
09-24-2026 01:32:45 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,1%@2201,4%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.718C soc0@61.687C gpu@64.312C tj@64.656C soc1@60.875C VDD_GPU_SOC 33478mW/26378mW VDD_CPU_CV 1504mW/1872mW VIN_SYS_5V0 10164mW/8393mW
09-24-2026 01:32:46 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [4%@2201,2%@2201,15%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,12%@2201,0%@2201] GR3D_FREQ 77% cpu@64.906C soc2@60.312C soc0@60.875C gpu@62.687C tj@64.906C soc1@60.687C VDD_GPU_SOC 27883mW/26379mW VDD_CPU_CV 1883mW/1872mW VIN_SYS_5V0 9545mW/8393mW
09-24-2026 01:32:47 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,0%@2201,2%@2201,2%@2201,0%@2201,0%@2201,0%@2201,1%@2201,2%@2201,0%@2201,7%@2201,0%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.437C soc0@61.156C gpu@63.687C tj@64.656C soc1@60.687C VDD_GPU_SOC 29001mW/26380mW VDD_CPU_CV 1882mW/1872mW VIN_SYS_5V0 9947mW/8394mW
09-24-2026 01:32:48 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,1%@2201,4%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,8%@2201,0%@2201] GR3D_FREQ 99% cpu@64.875C soc2@60.625C soc0@61.437C gpu@64.937C tj@64.937C soc1@60.656C VDD_GPU_SOC 30858mW/26383mW VDD_CPU_CV 1505mW/1872mW VIN_SYS_5V0 9847mW/8395mW
09-24-2026 01:32:49 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,5%@2201,1%@2201] GR3D_FREQ 88% cpu@64.593C soc2@60.687C soc0@61.406C gpu@63.937C tj@64.593C soc1@60.687C VDD_GPU_SOC 32725mW/26386mW VDD_CPU_CV 1504mW/1871mW VIN_SYS_5V0 10164mW/8396mW
09-24-2026 01:32:50 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,2%@2201,15%@2201,3%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,9%@2201,0%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.562C soc0@61.281C gpu@63.718C tj@64.656C soc1@60.781C VDD_GPU_SOC 30118mW/26388mW VDD_CPU_CV 1881mW/1871mW VIN_SYS_5V0 10148mW/8397mW
09-24-2026 01:32:51 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,0%@2201,5%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,0%@2201] GR3D_FREQ 99% cpu@64.625C soc2@60.718C soc0@61.593C gpu@64.812C tj@64.812C soc1@60.718C VDD_GPU_SOC 30858mW/26391mW VDD_CPU_CV 1505mW/1871mW VIN_SYS_5V0 10048mW/8398mW
09-24-2026 01:32:52 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,1%@2201,13%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,0%@2201] GR3D_FREQ 96% cpu@64.656C soc2@60.781C soc0@61.5C gpu@64.562C tj@64.656C soc1@60.656C VDD_GPU_SOC 33102mW/26394mW VDD_CPU_CV 1504mW/1871mW VIN_SYS_5V0 10064mW/8399mW
09-24-2026 01:32:53 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [3%@2201,1%@2201,6%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,12%@2201,2%@2201] GR3D_FREQ 0% cpu@65.125C soc2@60.312C soc0@60.937C gpu@61.812C tj@65.125C soc1@60.656C VDD_GPU_SOC 27129mW/26395mW VDD_CPU_CV 1883mW/1871mW VIN_SYS_5V0 9344mW/8399mW
09-24-2026 01:32:54 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,13%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,7%@2201,0%@2201] GR3D_FREQ 99% cpu@64.75C soc2@60.5C soc0@61.281C gpu@63.687C tj@64.562C soc1@60.687C VDD_GPU_SOC 28624mW/26396mW VDD_CPU_CV 1882mW/1871mW VIN_SYS_5V0 9847mW/8400mW
09-24-2026 01:32:55 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,0%@2201,14%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.468C soc2@60.812C soc0@61.625C gpu@65.218C tj@65.218C soc1@60.718C VDD_GPU_SOC 31610mW/26399mW VDD_CPU_CV 1880mW/1871mW VIN_SYS_5V0 9947mW/8401mW
09-24-2026 01:32:56 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,1%@2201,4%@2201,2%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,5%@2201,0%@2201] GR3D_FREQ 90% cpu@64.656C soc2@60.781C soc0@61.531C gpu@64.062C tj@64.656C soc1@60.875C VDD_GPU_SOC 32725mW/26402mW VDD_CPU_CV 1504mW/1871mW VIN_SYS_5V0 10365mW/8402mW
09-24-2026 01:32:57 RAM 15383/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,14%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,12%@2201,0%@2201] GR3D_FREQ 99% cpu@64.687C soc2@60.468C soc0@61.406C gpu@63.718C tj@64.687C soc1@60.656C VDD_GPU_SOC 28624mW/26404mW VDD_CPU_CV 1882mW/1871mW VIN_SYS_5V0 9847mW/8403mW
09-24-2026 01:32:58 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,2%@2201,4%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.593C soc2@60.5C soc0@61.656C gpu@64.562C tj@64.593C soc1@60.718C VDD_GPU_SOC 29741mW/26405mW VDD_CPU_CV 1881mW/1871mW VIN_SYS_5V0 9947mW/8404mW
09-24-2026 01:32:59 RAM 15382/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,0%@2201,3%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,6%@2201,0%@2201] GR3D_FREQ 99% cpu@64.875C soc2@60.843C soc0@61.593C gpu@65.406C tj@65.406C soc1@60.656C VDD_GPU_SOC 32725mW/26409mW VDD_CPU_CV 1504mW/1871mW VIN_SYS_5V0 9963mW/8405mW
09-24-2026 01:33:00 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,2%@2201,16%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,4%@2201,10%@2201,0%@2201] GR3D_FREQ 0% cpu@64.656C soc2@60.312C soc0@61.125C gpu@62.281C tj@64.656C soc1@60.656C VDD_GPU_SOC 28248mW/26410mW VDD_CPU_CV 1883mW/1871mW VIN_SYS_5V0 9646mW/8405mW
09-24-2026 01:33:01 RAM 15379/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,0%@2201,2%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.593C soc2@60.593C soc0@61.375C gpu@63.937C tj@64.593C soc1@60.75C VDD_GPU_SOC 29754mW/26412mW VDD_CPU_CV 1505mW/1870mW VIN_SYS_5V0 10048mW/8406mW
09-24-2026 01:33:02 RAM 15379/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.531C soc2@60.875C soc0@61.75C gpu@65.281C tj@65.281C soc1@61C VDD_GPU_SOC 32363mW/26415mW VDD_CPU_CV 1504mW/1870mW VIN_SYS_5V0 9963mW/8407mW
09-24-2026 01:33:03 RAM 15380/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,0%@2201,15%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,8%@2201,0%@2201] GR3D_FREQ 0% cpu@64.687C soc2@60.531C soc0@61.343C gpu@62.406C tj@64.687C soc1@60.937C VDD_GPU_SOC 30494mW/26417mW VDD_CPU_CV 1881mW/1870mW VIN_SYS_5V0 9947mW/8408mW
09-24-2026 01:33:04 RAM 15380/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,14%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.843C soc2@60.562C soc0@61.281C gpu@64C tj@64.843C soc1@60.656C VDD_GPU_SOC 29377mW/26419mW VDD_CPU_CV 1881mW/1870mW VIN_SYS_5V0 10148mW/8409mW
09-24-2026 01:33:05 RAM 15380/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,1%@2201,5%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,0%@2201] GR3D_FREQ 99% cpu@64.468C soc2@60.75C soc0@61.468C gpu@65.218C tj@65.218C soc1@60.718C VDD_GPU_SOC 30871mW/26421mW VDD_CPU_CV 1505mW/1870mW VIN_SYS_5V0 9947mW/8410mW
09-24-2026 01:33:06 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,14%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,5%@2201,2%@2201] GR3D_FREQ 99% cpu@64.968C soc2@60.718C soc0@61.531C gpu@64.468C tj@64.968C soc1@60.781C VDD_GPU_SOC 32725mW/26425mW VDD_CPU_CV 1504mW/1870mW VIN_SYS_5V0 10164mW/8411mW
09-24-2026 01:33:07 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,11%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,12%@2201,1%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.5C soc0@61.187C gpu@63.375C tj@64.656C soc1@60.843C VDD_GPU_SOC 27506mW/26425mW VDD_CPU_CV 1883mW/1870mW VIN_SYS_5V0 9545mW/8411mW
09-24-2026 01:33:08 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,0%@2201,6%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,3%@2201,1%@2201,8%@2201,0%@2201] GR3D_FREQ 99% cpu@64.593C soc2@60.625C soc0@61.406C gpu@64.281C tj@64.593C soc1@60.875C VDD_GPU_SOC 28624mW/26427mW VDD_CPU_CV 1882mW/1870mW VIN_SYS_5V0 9847mW/8412mW
09-24-2026 01:33:09 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,1%@2201,14%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.625C soc2@60.812C soc0@61.812C gpu@65.406C tj@65.406C soc1@61.031C VDD_GPU_SOC 31987mW/26430mW VDD_CPU_CV 1880mW/1870mW VIN_SYS_5V0 9862mW/8413mW
09-24-2026 01:33:10 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,0%@2201,4%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,10%@2201,0%@2201] GR3D_FREQ 0% cpu@64.75C soc2@60.437C soc0@61.125C gpu@62.5C tj@64.75C soc1@60.687C VDD_GPU_SOC 29741mW/26432mW VDD_CPU_CV 1882mW/1870mW VIN_SYS_5V0 9847mW/8414mW
09-24-2026 01:33:11 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [4%@2201,1%@2201,14%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,8%@2201,1%@2201] GR3D_FREQ 99% cpu@64.843C soc2@60.562C soc0@61.312C gpu@64.218C tj@64.843C soc1@60.687C VDD_GPU_SOC 29001mW/26433mW VDD_CPU_CV 1882mW/1870mW VIN_SYS_5V0 9947mW/8414mW
09-24-2026 01:33:12 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,0%@2201,14%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,5%@2201,0%@2201] GR3D_FREQ 99% cpu@64.625C soc2@60.718C soc0@61.562C gpu@65.156C tj@65.156C soc1@60.687C VDD_GPU_SOC 30871mW/26435mW VDD_CPU_CV 1881mW/1870mW VIN_SYS_5V0 9947mW/8415mW
09-24-2026 01:33:13 RAM 15381/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,0%@2201,5%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,2%@2201,5%@2201,0%@2201] GR3D_FREQ 96% cpu@65C soc2@60.843C soc0@61.625C gpu@64.562C tj@65C soc1@60.843C VDD_GPU_SOC 32725mW/26439mW VDD_CPU_CV 1504mW/1870mW VIN_SYS_5V0 10064mW/8416mW
09-24-2026 01:33:14 RAM 15386/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,1%@2201,14%@2201,2%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,2%@2201,10%@2201,1%@2201] GR3D_FREQ 99% cpu@64.687C soc2@60.5C soc0@61.187C gpu@63.281C tj@64.687C soc1@60.875C VDD_GPU_SOC 29001mW/26440mW VDD_CPU_CV 1882mW/1870mW VIN_SYS_5V0 9847mW/8417mW
09-24-2026 01:33:15 RAM 15386/30697MB (lfb 22x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,6%@2201,1%@2201] GR3D_FREQ 99% cpu@64.718C soc2@60.75C soc0@61.5C gpu@63.812C tj@64.718C soc1@60.937C VDD_GPU_SOC 29377mW/26442mW VDD_CPU_CV 1505mW/1870mW VIN_SYS_5V0 9947mW/8418mW
