09-23-2026 23:48:33 RAM 4019/30697MB (lfb 254x4MB) SWAP 504/15348MB (cached 0MB) CPU [12%@2201,10%@2201,18%@2201,18%@2201,25%@2201,11%@2201,8%@2201,11%@2201,9%@2201,10%@2201,11%@2201,43%@2201] GR3D_FREQ 0% cpu@62.156C soc2@57.312C soc0@58.375C gpu@56.531C tj@62.156C soc1@58.875C VDD_GPU_SOC 5311mW/5311mW VDD_CPU_CV 4169mW/4169mW VIN_SYS_5V0 5024mW/5024mW
09-23-2026 23:49:27 RAM 6110/30697MB (lfb 193x4MB) SWAP 504/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.656C soc2@53.687C soc0@55.375C gpu@52.906C tj@58.656C soc1@55.718C VDD_GPU_SOC 5313mW/5174mW VDD_CPU_CV 2655mW/2999mW VIN_SYS_5V0 5224mW/5139mW
09-23-2026 23:49:28 RAM 6167/30697MB (lfb 179x4MB) SWAP 504/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,3%@2201,100%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.656C soc2@53.625C soc0@54.968C gpu@52.875C tj@58.656C soc1@55.343C VDD_GPU_SOC 5313mW/5177mW VDD_CPU_CV 2654mW/2992mW VIN_SYS_5V0 5224mW/5140mW
09-23-2026 23:49:29 RAM 6209/30697MB (lfb 168x4MB) SWAP 504/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.593C soc2@53.593C soc0@55C gpu@52.875C tj@58.593C soc1@55.406C VDD_GPU_SOC 5313mW/5179mW VDD_CPU_CV 2654mW/2986mW VIN_SYS_5V0 5425mW/5145mW
09-23-2026 23:49:30 RAM 8322/30697MB (lfb 171x4MB) SWAP 504/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,100%@2201,6%@2201,2%@2201,3%@2201,2%@2201] GR3D_FREQ 0% cpu@58.312C soc2@53.687C soc0@54.906C gpu@52.781C tj@58.312C soc1@55.343C VDD_GPU_SOC 5313mW/5182mW VDD_CPU_CV 2654mW/2981mW VIN_SYS_5V0 5325mW/5148mW
09-23-2026 23:49:31 RAM 11378/30697MB (lfb 171x4MB) SWAP 504/15348MB (cached 0MB) CPU [0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.625C soc2@53.562C soc0@54.968C gpu@52.812C tj@58.312C soc1@55.375C VDD_GPU_SOC 5313mW/5184mW VDD_CPU_CV 2654mW/2975mW VIN_SYS_5V0 5224mW/5150mW
09-23-2026 23:49:32 RAM 15887/30697MB (lfb 44x4MB) SWAP 504/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.218C soc2@53.593C soc0@55.093C gpu@53C tj@58.218C soc1@55.375C VDD_GPU_SOC 5313mW/5186mW VDD_CPU_CV 2654mW/2970mW VIN_SYS_5V0 5224mW/5151mW
09-23-2026 23:49:33 RAM 18851/30697MB (lfb 3x4MB) SWAP 504/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,5%@2201,0%@2201,0%@2201,100%@2201,5%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.375C soc2@53.468C soc0@55.062C gpu@53.062C tj@58.375C soc1@55.125C VDD_GPU_SOC 5313mW/5188mW VDD_CPU_CV 3033mW/2971mW VIN_SYS_5V0 5425mW/5155mW
09-23-2026 23:49:34 RAM 21796/30697MB (lfb 44x2MB) SWAP 506/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,100%@2201,18%@2201,39%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.5C soc2@53.468C soc0@55.125C gpu@52.968C tj@58.5C soc1@55.25C VDD_GPU_SOC 5311mW/5190mW VDD_CPU_CV 3411mW/2978mW VIN_SYS_5V0 5425mW/5160mW
09-23-2026 23:49:35 RAM 21763/30697MB (lfb 2x4MB) SWAP 529/15348MB (cached 0MB) CPU [27%@2201,0%@2201,0%@2201,0%@2201,28%@2201,0%@2201,0%@2201,34%@2201,10%@2201,49%@2201,2%@2201,2%@2201] GR3D_FREQ 7% cpu@59.312C soc2@53.562C soc0@54.75C gpu@53.062C tj@59.218C soc1@55.218C VDD_GPU_SOC 5685mW/5198mW VDD_CPU_CV 3788mW/2991mW VIN_SYS_5V0 5526mW/5165mW
09-23-2026 23:49:36 RAM 21742/30697MB (lfb 2x4MB) SWAP 533/15348MB (cached 0MB) CPU [20%@2201,1%@2201,14%@2201,12%@2201,1%@2201,11%@2201,0%@2201,0%@2201,13%@2201,50%@2201,1%@2201,36%@2201] GR3D_FREQ 9% cpu@58.593C soc2@53.531C soc0@54.906C gpu@53.093C tj@58.593C soc1@55.312C VDD_GPU_SOC 5685mW/5205mW VDD_CPU_CV 3788mW/3003mW VIN_SYS_5V0 5526mW/5171mW
09-23-2026 23:49:37 RAM 21728/30697MB (lfb 3x4MB) SWAP 539/15348MB (cached 0MB) CPU [31%@2201,89%@2201,2%@2201,2%@2201,1%@2201,0%@2201,0%@2201,0%@2201,10%@2201,43%@2201,1%@2201,0%@2201] GR3D_FREQ 8% cpu@58.437C soc2@53.625C soc0@54.906C gpu@53.125C tj@58.437C soc1@55.343C VDD_GPU_SOC 5685mW/5213mW VDD_CPU_CV 3788mW/3015mW VIN_SYS_5V0 5626mW/5178mW
09-23-2026 23:49:39 RAM 21732/30697MB (lfb 3x4MB) SWAP 539/15348MB (cached 0MB) CPU [41%@2201,90%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,33%@2201,0%@2201,2%@2201,1%@2201] GR3D_FREQ 8% cpu@58.531C soc2@53.687C soc0@54.937C gpu@53.156C tj@58.531C soc1@55.343C VDD_GPU_SOC 5685mW/5220mW VDD_CPU_CV 3787mW/3027mW VIN_SYS_5V0 5626mW/5185mW
09-23-2026 23:49:40 RAM 21717/30697MB (lfb 3x4MB) SWAP 548/15348MB (cached 0MB) CPU [31%@2201,40%@2201,50%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,36%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 6% cpu@58.375C soc2@53.468C soc0@55.062C gpu@53.062C tj@58.375C soc1@55.062C VDD_GPU_SOC 5685mW/5227mW VDD_CPU_CV 3409mW/3033mW VIN_SYS_5V0 5626mW/5191mW
09-23-2026 23:49:41 RAM 21720/30697MB (lfb 3x4MB) SWAP 548/15348MB (cached 0MB) CPU [38%@2201,65%@2201,26%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,28%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 8% cpu@58.718C soc2@53.593C soc0@54.687C gpu@53.156C tj@58.718C soc1@55.125C VDD_GPU_SOC 5685mW/5234mW VDD_CPU_CV 3409mW/3038mW VIN_SYS_5V0 5626mW/5198mW
09-23-2026 23:49:42 RAM 21716/30697MB (lfb 3x4MB) SWAP 548/15348MB (cached 0MB) CPU [30%@2201,26%@2201,65%@2201,1%@2201,5%@2201,19%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 8% cpu@58.593C soc2@53.437C soc0@54.75C gpu@53.031C tj@58.593C soc1@55.093C VDD_GPU_SOC 5688mW/5240mW VDD_CPU_CV 3409mW/3044mW VIN_SYS_5V0 5526mW/5203mW
09-23-2026 23:49:43 RAM 21714/30697MB (lfb 2x4MB) SWAP 557/15348MB (cached 0MB) CPU [34%@2201,0%@2201,81%@2201,0%@2201,0%@2201,19%@2201,0%@2201,0%@2201,0%@2201,14%@2201,2%@2201,0%@2201] GR3D_FREQ 8% cpu@58.031C soc2@53.437C soc0@54.687C gpu@53.156C tj@58.031C soc1@55.125C VDD_GPU_SOC 5688mW/5247mW VDD_CPU_CV 3409mW/3049mW VIN_SYS_5V0 5526mW/5207mW
09-23-2026 23:49:44 RAM 21719/30697MB (lfb 2x4MB) SWAP 557/15348MB (cached 0MB) CPU [26%@2201,57%@2201,3%@2201,1%@2201,2%@2201,0%@2201,0%@2201,0%@2201,23%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 6% cpu@58.218C soc2@53.406C soc0@54.781C gpu@53.093C tj@58.218C soc1@55.187C VDD_GPU_SOC 5688mW/5253mW VDD_CPU_CV 3032mW/3049mW VIN_SYS_5V0 5425mW/5210mW
09-23-2026 23:49:45 RAM 21714/30697MB (lfb 2x4MB) SWAP 557/15348MB (cached 0MB) CPU [25%@2201,73%@2201,5%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,21%@2201,0%@2201,2%@2201,1%@2201] GR3D_FREQ 7% cpu@58.312C soc2@53.343C soc0@54.75C gpu@52.656C tj@58.312C soc1@55.343C VDD_GPU_SOC 5688mW/5259mW VDD_CPU_CV 3031mW/3048mW VIN_SYS_5V0 5526mW/5215mW
09-23-2026 23:49:46 RAM 21715/30697MB (lfb 3x4MB) SWAP 557/15348MB (cached 0MB) CPU [6%@2201,95%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,3%@2201,1%@2201,5%@2201,1%@2201] GR3D_FREQ 0% cpu@58.062C soc2@53.281C soc0@54.562C gpu@52.625C tj@58.062C soc1@54.875C VDD_GPU_SOC 5313mW/5260mW VDD_CPU_CV 2654mW/3043mW VIN_SYS_5V0 5526mW/5219mW
09-23-2026 23:49:47 RAM 22038/30697MB (lfb 20x2MB) SWAP 560/15348MB (cached 0MB) CPU [13%@2201,85%@2201,10%@2201,10%@2201,11%@2201,10%@2201,10%@2201,8%@2201,13%@2201,13%@2201,10%@2201,10%@2201] GR3D_FREQ 0% cpu@58.406C soc2@53.437C soc0@54.593C gpu@52.562C tj@58.406C soc1@54.843C VDD_GPU_SOC 5311mW/5260mW VDD_CPU_CV 3411mW/3048mW VIN_SYS_5V0 5626mW/5224mW
09-23-2026 23:49:48 RAM 23064/30697MB (lfb 4x4MB) SWAP 565/15348MB (cached 0MB) CPU [6%@2201,0%@2201,41%@2201,3%@2201,9%@2201,29%@2201,1%@2201,0%@2201,27%@2201,5%@2201,13%@2201,1%@2201] GR3D_FREQ 0% cpu@58.562C soc2@53.187C soc0@54.5C gpu@52.625C tj@58.562C soc1@54.968C VDD_GPU_SOC 5690mW/5266mW VDD_CPU_CV 3411mW/3053mW VIN_SYS_5V0 5325mW/5226mW
09-23-2026 23:49:49 RAM 23067/30697MB (lfb 9x4MB) SWAP 565/15348MB (cached 0MB) CPU [15%@2201,0%@2201,0%@2201,0%@2201,11%@2201,1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,63%@2201,37%@2201] GR3D_FREQ 0% cpu@57.625C soc2@53.156C soc0@54.468C gpu@52.531C tj@57.718C soc1@54.906C VDD_GPU_SOC 5311mW/5267mW VDD_CPU_CV 2654mW/3048mW VIN_SYS_5V0 4923mW/5222mW
09-23-2026 23:49:50 RAM 23511/30697MB (lfb 1x4MB) SWAP 566/15348MB (cached 0MB) CPU [53%@2201,1%@2201,13%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,30%@2201,0%@2201,3%@2201,1%@2201] GR3D_FREQ 0% cpu@57.75C soc2@53.531C soc0@54.593C gpu@52.562C tj@57.75C soc1@54.937C VDD_GPU_SOC 6446mW/5282mW VDD_CPU_CV 3032mW/3047mW VIN_SYS_5V0 5325mW/5223mW
09-23-2026 23:49:51 RAM 23520/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [66%@2201,11%@2201,3%@2201,1%@2201,6%@2201,1%@2201,9%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@57.968C soc2@53.062C soc0@54.625C gpu@52.5C tj@57.968C soc1@54.968C VDD_GPU_SOC 5311mW/5282mW VDD_CPU_CV 3033mW/3047mW VIN_SYS_5V0 5124mW/5222mW
09-23-2026 23:49:52 RAM 23530/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,6%@2201,0%@2201,3%@2201,0%@2201,0%@2201,78%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@58.5C soc2@53.906C soc0@55.156C gpu@56.875C tj@58.5C soc1@54.687C VDD_GPU_SOC 15507mW/5412mW VDD_CPU_CV 2645mW/3042mW VIN_SYS_5V0 7134mW/5246mW
09-23-2026 23:49:53 RAM 23532/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,2%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@58.937C soc2@55.25C soc0@56.156C gpu@59.75C tj@59.75C soc1@55.218C VDD_GPU_SOC 36816mW/5804mW VDD_CPU_CV 1502mW/3023mW VIN_SYS_5V0 10768mW/5315mW
09-23-2026 23:49:54 RAM 23532/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.312C soc2@55.625C soc0@56.593C gpu@60.75C tj@60.75C soc1@55.437C VDD_GPU_SOC 39037mW/6215mW VDD_CPU_CV 1501mW/3004mW VIN_SYS_5V0 11271mW/5389mW
09-23-2026 23:49:55 RAM 23554/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,11%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@60.093C soc2@55.437C soc0@56.375C gpu@57.187C tj@60.093C soc1@55.812C VDD_GPU_SOC 33102mW/6543mW VDD_CPU_CV 1880mW/2990mW VIN_SYS_5V0 9746mW/5442mW
09-23-2026 23:49:56 RAM 23566/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@59.468C soc2@54.281C soc0@55.5C gpu@54.25C tj@59.468C soc1@55.843C VDD_GPU_SOC 7584mW/6555mW VDD_CPU_CV 3031mW/2991mW VIN_SYS_5V0 5626mW/5444mW
09-23-2026 23:49:57 RAM 23574/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@58.875C soc2@53.875C soc0@55.375C gpu@53.781C tj@59.125C soc1@55.375C VDD_GPU_SOC 5311mW/6540mW VDD_CPU_CV 2654mW/2987mW VIN_SYS_5V0 5425mW/5444mW
09-23-2026 23:49:58 RAM 23582/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,100%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.937C soc2@53.656C soc0@55C gpu@53.468C tj@58.937C soc1@55.312C VDD_GPU_SOC 5313mW/6526mW VDD_CPU_CV 3033mW/2987mW VIN_SYS_5V0 5224mW/5441mW
09-23-2026 23:49:59 RAM 23593/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.656C soc2@53.625C soc0@54.906C gpu@53.343C tj@58.656C soc1@55.25C VDD_GPU_SOC 5311mW/6512mW VDD_CPU_CV 3033mW/2988mW VIN_SYS_5V0 5224mW/5439mW
09-23-2026 23:50:00 RAM 23607/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,33%@2201,67%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.281C soc2@53.5C soc0@54.843C gpu@53.156C tj@58.281C soc1@55.218C VDD_GPU_SOC 5311mW/6498mW VDD_CPU_CV 3033mW/2988mW VIN_SYS_5V0 5124mW/5435mW
09-23-2026 23:50:01 RAM 23607/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.218C soc2@53.343C soc0@54.906C gpu@52.781C tj@58.218C soc1@55.187C VDD_GPU_SOC 4933mW/6480mW VDD_CPU_CV 3033mW/2989mW VIN_SYS_5V0 5024mW/5430mW
09-23-2026 23:50:02 RAM 24202/30697MB (lfb 20x1MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,73%@2201,2%@2201,1%@2201,2%@2201,14%@2201] GR3D_FREQ 99% cpu@58.218C soc2@54.343C soc0@55.562C gpu@57.25C tj@58.218C soc1@55.343C VDD_GPU_SOC 19257mW/6624mW VDD_CPU_CV 2264mW/2981mW VIN_SYS_5V0 8942mW/5470mW
09-23-2026 23:50:03 RAM 24203/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,9%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 99% cpu@59C soc2@54.812C soc0@55.906C gpu@58.25C tj@59C soc1@55.281C VDD_GPU_SOC 29729mW/6880mW VDD_CPU_CV 1504mW/2964mW VIN_SYS_5V0 11957mW/5542mW
09-23-2026 23:50:04 RAM 24203/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 99% cpu@59.718C soc2@55.125C soc0@56.093C gpu@58.75C tj@59.718C soc1@55.437C VDD_GPU_SOC 30468mW/7140mW VDD_CPU_CV 1504mW/2948mW VIN_SYS_5V0 12258mW/5616mW
09-23-2026 23:50:05 RAM 24203/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@59.625C soc2@55.437C soc0@56.343C gpu@59C tj@59.625C soc1@55.625C VDD_GPU_SOC 30481mW/7393mW VDD_CPU_CV 1504mW/2933mW VIN_SYS_5V0 11976mW/5685mW
09-23-2026 23:50:06 RAM 24203/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.625C soc2@55.562C soc0@56.562C gpu@59C tj@59.625C soc1@55.843C VDD_GPU_SOC 30481mW/7642mW VDD_CPU_CV 1504mW/2917mW VIN_SYS_5V0 12076mW/5754mW
09-23-2026 23:50:07 RAM 24203/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@59.812C soc2@55.781C soc0@56.718C gpu@59.218C tj@59.812C soc1@56.031C VDD_GPU_SOC 30105mW/7881mW VDD_CPU_CV 1504mW/2902mW VIN_SYS_5V0 12076mW/5821mW
09-23-2026 23:50:08 RAM 24240/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,2%@2201,0%@2201,72%@2201,1%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.687C soc2@54.687C soc0@55.906C gpu@54.562C tj@59.812C soc1@56.156C VDD_GPU_SOC 9472mW/7897mW VDD_CPU_CV 3029mW/2904mW VIN_SYS_5V0 6430mW/5827mW
09-23-2026 23:50:09 RAM 24240/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.25C soc2@54.156C soc0@55.687C gpu@53.968C tj@59.25C soc1@55.75C VDD_GPU_SOC 5690mW/7874mW VDD_CPU_CV 3033mW/2905mW VIN_SYS_5V0 5224mW/5821mW
09-23-2026 23:50:10 RAM 24269/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,4%@2201,0%@2201,100%@2201,2%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.125C soc2@53.968C soc0@55.312C gpu@53.687C tj@59.125C soc1@55.531C VDD_GPU_SOC 5313mW/7848mW VDD_CPU_CV 3033mW/2906mW VIN_SYS_5V0 5224mW/5815mW
09-23-2026 23:50:11 RAM 24273/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,100%@2201,2%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.781C soc2@53.718C soc0@55.093C gpu@53.5C tj@58.781C soc1@55.531C VDD_GPU_SOC 5313mW/7822mW VDD_CPU_CV 3033mW/2908mW VIN_SYS_5V0 5124mW/5808mW
09-23-2026 23:50:12 RAM 24279/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,1%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@58.718C soc2@53.75C soc0@55.125C gpu@53.25C tj@58.718C soc1@55.5C VDD_GPU_SOC 4933mW/7793mW VDD_CPU_CV 3033mW/2909mW VIN_SYS_5V0 5024mW/5800mW
09-23-2026 23:50:13 RAM 24283/30697MB (lfb 2x4MB) SWAP 566/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.406C soc2@53.687C soc0@55.093C gpu@53.156C tj@58.406C soc1@55.406C VDD_GPU_SOC 4933mW/7764mW VDD_CPU_CV 3033mW/2910mW VIN_SYS_5V0 5024mW/5792mW
09-23-2026 23:50:14 RAM 24387/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [37%@2201,0%@2201,0%@2201,1%@2201,0%@2201,5%@2201,0%@2201,62%@2201,1%@2201,1%@2201,0%@2201,5%@2201] GR3D_FREQ 0% cpu@58.343C soc2@53.781C soc0@55.062C gpu@53.031C tj@58.343C soc1@55.187C VDD_GPU_SOC 5313mW/7740mW VDD_CPU_CV 3033mW/2911mW VIN_SYS_5V0 5124mW/5785mW
09-23-2026 23:50:15 RAM 24436/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,8%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.375C soc2@53.562C soc0@54.718C gpu@53.062C tj@58.375C soc1@55.156C VDD_GPU_SOC 5313mW/7716mW VDD_CPU_CV 2654mW/2909mW VIN_SYS_5V0 5526mW/5783mW
09-23-2026 23:50:16 RAM 24438/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [100%@2201,2%@2201,0%@2201,1%@2201,0%@2201,11%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58C soc2@53.437C soc0@54.75C gpu@53C tj@58C soc1@55.062C VDD_GPU_SOC 5313mW/7693mW VDD_CPU_CV 2654mW/2906mW VIN_SYS_5V0 5626mW/5781mW
09-23-2026 23:50:17 RAM 24440/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [100%@2201,4%@2201,1%@2201,0%@2201,0%@2201,4%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.187C soc2@53.5C soc0@54.718C gpu@52.812C tj@58.187C soc1@55.031C VDD_GPU_SOC 5313mW/7670mW VDD_CPU_CV 2654mW/2904mW VIN_SYS_5V0 5526mW/5779mW
09-23-2026 23:50:18 RAM 24447/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [100%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.875C soc2@53.5C soc0@54.718C gpu@52.812C tj@57.875C soc1@55.156C VDD_GPU_SOC 5313mW/7648mW VDD_CPU_CV 2654mW/2901mW VIN_SYS_5V0 5425mW/5776mW
09-23-2026 23:50:19 RAM 24528/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [100%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,6%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@57.875C soc2@53.593C soc0@54.718C gpu@52.812C tj@57.875C soc1@55.093C VDD_GPU_SOC 5311mW/7625mW VDD_CPU_CV 3033mW/2903mW VIN_SYS_5V0 5425mW/5772mW
09-23-2026 23:50:20 RAM 24296/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [55%@2201,1%@2201,29%@2201,1%@2201,2%@2201,1%@2201,0%@2201,8%@2201,2%@2201,2%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58C soc2@53.281C soc0@54.906C gpu@53.062C tj@58C soc1@55.062C VDD_GPU_SOC 7204mW/7622mW VDD_CPU_CV 2652mW/2900mW VIN_SYS_5V0 5827mW/5773mW
09-23-2026 23:50:21 RAM 24296/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@57.812C soc2@53C soc0@54.5C gpu@52.468C tj@57.812C soc1@54.75C VDD_GPU_SOC 5313mW/7600mW VDD_CPU_CV 2275mW/2895mW VIN_SYS_5V0 5526mW/5770mW
