09-24-2026 08:33:03 RAM 7187/30697MB (lfb 224x4MB) SWAP 614/15348MB (cached 1MB) CPU [31%@2201,14%@2201,21%@2201,9%@2201,22%@2201,19%@2201,21%@2201,18%@2201,15%@2201,16%@2201,11%@2201,26%@2201] GR3D_FREQ 0% cpu@62.187C soc2@56.843C soc0@57.843C gpu@55.968C tj@62.187C soc1@58.375C VDD_GPU_SOC 5308mW/5308mW VDD_CPU_CV 4167mW/4167mW VIN_SYS_5V0 5325mW/5325mW
09-24-2026 08:33:57 RAM 9074/30697MB (lfb 224x4MB) SWAP 608/15348MB (cached 1MB) CPU [1%@2201,1%@2201,98%@2201,2%@2201,3%@2201,0%@2201,2%@2201,1%@2201,1%@2201,0%@2201,1%@2201,2%@2201] GR3D_FREQ 0% cpu@57.781C soc2@53.187C soc0@54.625C gpu@52.406C tj@57.781C soc1@55C VDD_GPU_SOC 5313mW/5214mW VDD_CPU_CV 2654mW/3728mW VIN_SYS_5V0 5325mW/5265mW
09-24-2026 08:33:58 RAM 9133/30697MB (lfb 224x4MB) SWAP 608/15348MB (cached 1MB) CPU [2%@2201,2%@2201,100%@2201,6%@2201,4%@2201,3%@2201,11%@2201,5%@2201,4%@2201,13%@2201,3%@2201,2%@2201] GR3D_FREQ 0% cpu@58.218C soc2@53.218C soc0@54.718C gpu@52.281C tj@58.218C soc1@55.125C VDD_GPU_SOC 5311mW/5216mW VDD_CPU_CV 3790mW/3729mW VIN_SYS_5V0 5425mW/5267mW
09-24-2026 08:33:59 RAM 9395/30697MB (lfb 224x4MB) SWAP 608/15348MB (cached 1MB) CPU [13%@2201,13%@2201,15%@2201,99%@2201,16%@2201,13%@2201,15%@2201,26%@2201,91%@2201,16%@2201,14%@2201,17%@2201] GR3D_FREQ 0% cpu@58.312C soc2@53.125C soc0@54.468C gpu@52.375C tj@58.312C soc1@54.843C VDD_GPU_SOC 5308mW/5217mW VDD_CPU_CV 4927mW/3750mW VIN_SYS_5V0 5526mW/5272mW
09-24-2026 08:34:00 RAM 9494/30697MB (lfb 218x4MB) SWAP 608/15348MB (cached 1MB) CPU [0%@2201,0%@2201,1%@2201,100%@2201,1%@2201,1%@2201,0%@2201,12%@2201,100%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.187C soc2@53C soc0@54.468C gpu@52.312C tj@58.187C soc1@54.843C VDD_GPU_SOC 5311mW/5219mW VDD_CPU_CV 4548mW/3764mW VIN_SYS_5V0 5526mW/5276mW
09-24-2026 08:34:01 RAM 9574/30697MB (lfb 215x4MB) SWAP 608/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.343C soc2@53.062C soc0@54.437C gpu@52.312C tj@58.343C soc1@54.781C VDD_GPU_SOC 5311mW/5220mW VDD_CPU_CV 3790mW/3765mW VIN_SYS_5V0 5626mW/5282mW
09-24-2026 08:34:02 RAM 11434/30697MB (lfb 215x4MB) SWAP 608/15348MB (cached 1MB) CPU [2%@2201,1%@2201,1%@2201,98%@2201,8%@2201,0%@2201,2%@2201,4%@2201,100%@2201,2%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@57.906C soc2@53.125C soc0@54.437C gpu@52.656C tj@57.906C soc1@54.781C VDD_GPU_SOC 5688mW/5228mW VDD_CPU_CV 4169mW/3771mW VIN_SYS_5V0 5626mW/5288mW
09-24-2026 08:34:03 RAM 14670/30697MB (lfb 215x4MB) SWAP 608/15348MB (cached 1MB) CPU [2%@2201,13%@2201,5%@2201,99%@2201,21%@2201,7%@2201,2%@2201,1%@2201,81%@2201,1%@2201,2%@2201,9%@2201] GR3D_FREQ 1% cpu@59.093C soc2@53.187C soc0@54.531C gpu@52.593C tj@59.093C soc1@54.937C VDD_GPU_SOC 5308mW/5230mW VDD_CPU_CV 4546mW/3784mW VIN_SYS_5V0 5626mW/5294mW
09-24-2026 08:34:04 RAM 19141/30697MB (lfb 48x4MB) SWAP 608/15348MB (cached 1MB) CPU [1%@2201,3%@2201,2%@2201,100%@2201,100%@2201,2%@2201,2%@2201,1%@2201,2%@2201,2%@2201,5%@2201,1%@2201] GR3D_FREQ 2% cpu@58.375C soc2@52.937C soc0@54.5C gpu@52.531C tj@58.375C soc1@54.656C VDD_GPU_SOC 5311mW/5231mW VDD_CPU_CV 3790mW/3784mW VIN_SYS_5V0 5626mW/5299mW
09-24-2026 08:34:05 RAM 21233/30697MB (lfb 3x2MB) SWAP 608/15348MB (cached 1MB) CPU [3%@2201,0%@2201,0%@2201,98%@2201,90%@2201,1%@2201,1%@2201,4%@2201,10%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.156C soc2@52.968C soc0@54.281C gpu@52.468C tj@58.156C soc1@54.531C VDD_GPU_SOC 5308mW/5232mW VDD_CPU_CV 4548mW/3796mW VIN_SYS_5V0 5425mW/5301mW
09-24-2026 08:34:06 RAM 22224/30697MB (lfb 1x4MB) SWAP 668/15348MB (cached 1MB) CPU [25%@2201,7%@2201,7%@2201,95%@2201,6%@2201,7%@2201,7%@2201,39%@2201,99%@2201,6%@2201,6%@2201,8%@2201] GR3D_FREQ 3% cpu@59C soc2@53.187C soc0@54.281C gpu@52.468C tj@59C soc1@54.562C VDD_GPU_SOC 5685mW/5239mW VDD_CPU_CV 5302mW/3820mW VIN_SYS_5V0 5626mW/5306mW
09-24-2026 08:34:07 RAM 22174/30697MB (lfb 1x4MB) SWAP 748/15348MB (cached 1MB) CPU [75%@2201,9%@2201,23%@2201,0%@2201,10%@2201,14%@2201,55%@2201,28%@2201,71%@2201,15%@2201,3%@2201,4%@2201] GR3D_FREQ 7% cpu@58.062C soc2@53.156C soc0@54.218C gpu@52.656C tj@58.062C soc1@54.687C VDD_GPU_SOC 5683mW/5246mW VDD_CPU_CV 4923mW/3837mW VIN_SYS_5V0 5827mW/5314mW
09-24-2026 08:34:08 RAM 22179/30697MB (lfb 5x4MB) SWAP 768/15348MB (cached 1MB) CPU [28%@2201,1%@2201,78%@2201,0%@2201,1%@2201,9%@2201,42%@2201,0%@2201,76%@2201,24%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@57.781C soc2@53C soc0@54.281C gpu@52.562C tj@57.781C soc1@54.718C VDD_GPU_SOC 5685mW/5253mW VDD_CPU_CV 4544mW/3848mW VIN_SYS_5V0 5727mW/5320mW
09-24-2026 08:34:09 RAM 22178/30697MB (lfb 1x2MB) SWAP 778/15348MB (cached 1MB) CPU [48%@2201,1%@2201,43%@2201,0%@2201,5%@2201,2%@2201,30%@2201,1%@2201,1%@2201,100%@2201,0%@2201,0%@2201] GR3D_FREQ 6% cpu@57.875C soc2@53.062C soc0@54.437C gpu@52.593C tj@57.875C soc1@54.75C VDD_GPU_SOC 5685mW/5259mW VDD_CPU_CV 4923mW/3864mW VIN_SYS_5V0 5626mW/5325mW
09-24-2026 08:34:10 RAM 22261/30697MB (lfb 1x2MB) SWAP 792/15348MB (cached 1MB) CPU [57%@2201,22%@2201,54%@2201,20%@2201,70%@2201,28%@2201,47%@2201,52%@2201,36%@2201,44%@2201,32%@2201,16%@2201] GR3D_FREQ 6% cpu@59.718C soc2@53.218C soc0@54.156C gpu@52.187C tj@59.718C soc1@54.531C VDD_GPU_SOC 5680mW/5265mW VDD_CPU_CV 6814mW/3907mW VIN_SYS_5V0 5928mW/5334mW
09-24-2026 08:34:11 RAM 22424/30697MB (lfb 9x2MB) SWAP 805/15348MB (cached 1MB) CPU [20%@2201,55%@2201,31%@2201,55%@2201,52%@2201,16%@2201,28%@2201,10%@2201,23%@2201,58%@2201,8%@2201,30%@2201] GR3D_FREQ 6% cpu@59.031C soc2@53.062C soc0@54.093C gpu@52.187C tj@59.031C soc1@54.437C VDD_GPU_SOC 5683mW/5271mW VDD_CPU_CV 5680mW/3933mW VIN_SYS_5V0 5827mW/5341mW
09-24-2026 08:34:12 RAM 22632/30697MB (lfb 4x2MB) SWAP 805/15348MB (cached 1MB) CPU [12%@2201,94%@2201,5%@2201,9%@2201,15%@2201,13%@2201,18%@2201,13%@2201,35%@2201,5%@2201,7%@2201,30%@2201] GR3D_FREQ 5% cpu@57.968C soc2@53.125C soc0@54.062C gpu@52.218C tj@57.968C soc1@54.531C VDD_GPU_SOC 5685mW/5277mW VDD_CPU_CV 4923mW/3947mW VIN_SYS_5V0 5727mW/5346mW
09-24-2026 08:34:13 RAM 22745/30697MB (lfb 2x2MB) SWAP 808/15348MB (cached 1MB) CPU [19%@2201,5%@2201,18%@2201,24%@2201,11%@2201,18%@2201,11%@2201,5%@2201,68%@2201,36%@2201,28%@2201,6%@2201] GR3D_FREQ 7% cpu@58.218C soc2@52.906C soc0@54.125C gpu@52.187C tj@58.218C soc1@54.531C VDD_GPU_SOC 5685mW/5283mW VDD_CPU_CV 4923mW/3961mW VIN_SYS_5V0 5727mW/5352mW
09-24-2026 08:34:14 RAM 22919/30697MB (lfb 4x2MB) SWAP 807/15348MB (cached 1MB) CPU [29%@2201,7%@2201,8%@2201,48%@2201,3%@2201,13%@2201,3%@2201,3%@2201,0%@2201,100%@2201,26%@2201,3%@2201] GR3D_FREQ 5% cpu@57.937C soc2@52.687C soc0@54.031C gpu@52.406C tj@57.937C soc1@54.343C VDD_GPU_SOC 5685mW/5289mW VDD_CPU_CV 4546mW/3969mW VIN_SYS_5V0 5626mW/5356mW
09-24-2026 08:34:15 RAM 22959/30697MB (lfb 4x2MB) SWAP 807/15348MB (cached 1MB) CPU [17%@2201,6%@2201,5%@2201,25%@2201,4%@2201,4%@2201,33%@2201,25%@2201,5%@2201,100%@2201,9%@2201,14%@2201] GR3D_FREQ 5% cpu@57.875C soc2@52.593C soc0@53.937C gpu@52.406C tj@57.875C soc1@54.375C VDD_GPU_SOC 5685mW/5294mW VDD_CPU_CV 4546mW/3977mW VIN_SYS_5V0 5727mW/5361mW
09-24-2026 08:34:16 RAM 23025/30697MB (lfb 1x2MB) SWAP 807/15348MB (cached 1MB) CPU [14%@2201,9%@2201,9%@2201,9%@2201,32%@2201,15%@2201,31%@2201,17%@2201,8%@2201,100%@2201,9%@2201,23%@2201] GR3D_FREQ 7% cpu@58.812C soc2@52.781C soc0@53.968C gpu@52.5C tj@58.812C soc1@54.281C VDD_GPU_SOC 5685mW/5299mW VDD_CPU_CV 4923mW/3989mW VIN_SYS_5V0 5727mW/5366mW
09-24-2026 08:34:17 RAM 23018/30697MB (lfb 1x2MB) SWAP 817/15348MB (cached 1MB) CPU [21%@2201,7%@2201,47%@2201,5%@2201,4%@2201,4%@2201,18%@2201,25%@2201,7%@2201,100%@2201,13%@2201,31%@2201] GR3D_FREQ 8% cpu@57.718C soc2@52.718C soc0@53.968C gpu@51.906C tj@57.718C soc1@54.281C VDD_GPU_SOC 5685mW/5304mW VDD_CPU_CV 4923mW/4002mW VIN_SYS_5V0 5727mW/5370mW
09-24-2026 08:34:18 RAM 22204/30697MB (lfb 2x4MB) SWAP 817/15348MB (cached 1MB) CPU [19%@2201,62%@2201,14%@2201,11%@2201,6%@2201,0%@2201,9%@2201,8%@2201,12%@2201,87%@2201,11%@2201,17%@2201] GR3D_FREQ 0% cpu@58.562C soc2@52.687C soc0@53.937C gpu@51.687C tj@58.562C soc1@54.5C VDD_GPU_SOC 5308mW/5304mW VDD_CPU_CV 4546mW/4009mW VIN_SYS_5V0 5727mW/5375mW
09-24-2026 08:34:19 RAM 22175/30697MB (lfb 2x4MB) SWAP 817/15348MB (cached 1MB) CPU [34%@2201,51%@2201,54%@2201,29%@2201,40%@2201,37%@2201,71%@2201,50%@2201,91%@2201,37%@2201,22%@2201,19%@2201] GR3D_FREQ 0% cpu@58.312C soc2@52.687C soc0@53.937C gpu@51.843C tj@58.312C soc1@54.156C VDD_GPU_SOC 5683mW/5309mW VDD_CPU_CV 6816mW/4045mW VIN_SYS_5V0 6028mW/5384mW
09-24-2026 08:34:20 RAM 23502/30697MB (lfb 2x2MB) SWAP 817/15348MB (cached 1MB) CPU [100%@2201,10%@2201,5%@2201,6%@2201,21%@2201,23%@2201,10%@2201,9%@2201,20%@2201,58%@2201,7%@2201,18%@2201] GR3D_FREQ 0% cpu@57.875C soc2@52.656C soc0@53.843C gpu@51.875C tj@57.875C soc1@54.125C VDD_GPU_SOC 6443mW/5324mW VDD_CPU_CV 4167mW/4047mW VIN_SYS_5V0 5928mW/5391mW
09-24-2026 08:34:21 RAM 23050/30697MB (lfb 2x4MB) SWAP 817/15348MB (cached 1MB) CPU [39%@2201,4%@2201,1%@2201,0%@2201,6%@2201,73%@2201,26%@2201,3%@2201,51%@2201,2%@2201,1%@2201,3%@2201] GR3D_FREQ 0% cpu@57.75C soc2@52.468C soc0@53.75C gpu@51.687C tj@57.75C soc1@54.062C VDD_GPU_SOC 5308mW/5324mW VDD_CPU_CV 3790mW/4044mW VIN_SYS_5V0 5425mW/5391mW
09-24-2026 08:34:22 RAM 23471/30697MB (lfb 8x2MB) SWAP 815/15348MB (cached 1MB) CPU [12%@2201,3%@2201,32%@2201,1%@2201,7%@2201,3%@2201,14%@2201,49%@2201,4%@2201,12%@2201,4%@2201,9%@2201] GR3D_FREQ 0% cpu@57.156C soc2@52.5C soc0@53.875C gpu@52.5C tj@57.156C soc1@54.187C VDD_GPU_SOC 7959mW/5357mW VDD_CPU_CV 3408mW/4036mW VIN_SYS_5V0 5727mW/5395mW
09-24-2026 08:34:23 RAM 23478/30697MB (lfb 12x2MB) SWAP 815/15348MB (cached 1MB) CPU [79%@2201,3%@2201,3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,5%@2201,2%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@56.937C soc2@52.593C soc0@53.656C gpu@51.5C tj@56.937C soc1@54.062C VDD_GPU_SOC 5311mW/5356mW VDD_CPU_CV 3032mW/4023mW VIN_SYS_5V0 5124mW/5392mW
09-24-2026 08:34:24 RAM 23487/30697MB (lfb 1x4MB) SWAP 815/15348MB (cached 1MB) CPU [35%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,63%@2201,5%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@57.125C soc2@52.25C soc0@53.781C gpu@51.531C tj@57.125C soc1@54.093C VDD_GPU_SOC 4931mW/5351mW VDD_CPU_CV 3033mW/4011mW VIN_SYS_5V0 5024mW/5387mW
09-24-2026 08:34:25 RAM 23497/30697MB (lfb 1x4MB) SWAP 815/15348MB (cached 1MB) CPU [1%@2201,3%@2201,0%@2201,6%@2201,0%@2201,1%@2201,0%@2201,48%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@57.718C soc2@54.093C soc0@55.531C gpu@59.718C tj@60.156C soc1@54.406C VDD_GPU_SOC 33478mW/5690mW VDD_CPU_CV 1880mW/3986mW VIN_SYS_5V0 9847mW/5441mW
09-24-2026 08:34:26 RAM 23497/30697MB (lfb 1x4MB) SWAP 815/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@58.75C soc2@54.656C soc0@55.75C gpu@59.531C tj@59.531C soc1@54.406C VDD_GPU_SOC 39805mW/6096mW VDD_CPU_CV 1501mW/3956mW VIN_SYS_5V0 10869mW/5506mW
09-24-2026 08:34:27 RAM 23497/30697MB (lfb 1x4MB) SWAP 815/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,2%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@59C soc2@55.031C soc0@56.031C gpu@60.156C tj@60.156C soc1@54.75C VDD_GPU_SOC 40163mW/6497mW VDD_CPU_CV 1501mW/3927mW VIN_SYS_5V0 11171mW/5572mW
09-24-2026 08:34:28 RAM 23525/30697MB (lfb 1x4MB) SWAP 815/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,67%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.687C soc2@53.5C soc0@54.687C gpu@53.718C tj@58.687C soc1@54.843C VDD_GPU_SOC 12492mW/6566mW VDD_CPU_CV 2648mW/3912mW VIN_SYS_5V0 6330mW/5581mW
09-24-2026 08:34:29 RAM 23538/30697MB (lfb 1x4MB) SWAP 815/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.218C soc2@53.125C soc0@54.406C gpu@53C tj@58.218C soc1@54.75C VDD_GPU_SOC 5690mW/6556mW VDD_CPU_CV 3033mW/3902mW VIN_SYS_5V0 5325mW/5578mW
09-24-2026 08:34:30 RAM 23542/30697MB (lfb 1x4MB) SWAP 815/15348MB (cached 1MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.937C soc2@52.812C soc0@54.343C gpu@52.687C tj@57.937C soc1@54.75C VDD_GPU_SOC 5313mW/6542mW VDD_CPU_CV 3033mW/3892mW VIN_SYS_5V0 5325mW/5575mW
09-24-2026 08:34:31 RAM 23548/30697MB (lfb 1x4MB) SWAP 816/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201,3%@2201] GR3D_FREQ 0% cpu@57.843C soc2@52.625C soc0@54.25C gpu@52.562C tj@57.843C soc1@54.312C VDD_GPU_SOC 4933mW/6524mW VDD_CPU_CV 3033mW/3883mW VIN_SYS_5V0 5224mW/5571mW
09-24-2026 08:34:32 RAM 23571/30697MB (lfb 1x4MB) SWAP 814/15348MB (cached 1MB) CPU [8%@2201,0%@2201,0%@2201,0%@2201,31%@2201,1%@2201,1%@2201,74%@2201,2%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.468C soc2@52.531C soc0@53.937C gpu@52.375C tj@58.468C soc1@54.25C VDD_GPU_SOC 4931mW/6506mW VDD_CPU_CV 3033mW/3873mW VIN_SYS_5V0 5224mW/5568mW
09-24-2026 08:34:33 RAM 23582/30697MB (lfb 1x4MB) SWAP 814/15348MB (cached 1MB) CPU [13%@2201,0%@2201,0%@2201,1%@2201,99%@2201,5%@2201,1%@2201,0%@2201,3%@2201,0%@2201,1%@2201,3%@2201] GR3D_FREQ 0% cpu@58.093C soc2@52.5C soc0@53.906C gpu@52.343C tj@58.093C soc1@54.093C VDD_GPU_SOC 4931mW/6489mW VDD_CPU_CV 3412mW/3868mW VIN_SYS_5V0 5124mW/5563mW
09-24-2026 08:34:34 RAM 23781/30697MB (lfb 4x2MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,1%@2201,0%@2201,0%@2201,2%@2201,3%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.968C soc2@52.562C soc0@53.937C gpu@52.812C tj@57.968C soc1@54.062C VDD_GPU_SOC 6449mW/6489mW VDD_CPU_CV 3032mW/3859mW VIN_SYS_5V0 5425mW/5561mW
09-24-2026 08:34:35 RAM 24168/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,2%@2201,1%@2201,17%@2201,1%@2201,0%@2201,0%@2201,1%@2201,34%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@57.843C soc2@53.906C soc0@55.062C gpu@58.468C tj@58.468C soc1@54.375C VDD_GPU_SOC 28612mW/6727mW VDD_CPU_CV 2257mW/3842mW VIN_SYS_5V0 11655mW/5627mW
09-24-2026 08:34:36 RAM 24168/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@58.093C soc2@54.156C soc0@55.406C gpu@59.187C tj@59.187C soc1@54.656C VDD_GPU_SOC 31973mW/6995mW VDD_CPU_CV 1504mW/3817mW VIN_SYS_5V0 12459mW/5699mW
09-24-2026 08:34:37 RAM 24170/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [2%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@58.468C soc2@54.437C soc0@55.375C gpu@59.218C tj@59.218C soc1@54.5C VDD_GPU_SOC 31973mW/7258mW VDD_CPU_CV 1504mW/3793mW VIN_SYS_5V0 12459mW/5771mW
09-24-2026 08:34:38 RAM 24170/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,2%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@58.562C soc2@54.687C soc0@55.625C gpu@58.625C tj@58.625C soc1@54.718C VDD_GPU_SOC 31597mW/7512mW VDD_CPU_CV 1504mW/3769mW VIN_SYS_5V0 12258mW/5838mW
09-24-2026 08:34:39 RAM 24170/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.093C soc2@54.656C soc0@55.718C gpu@58.656C tj@59.093C soc1@54.906C VDD_GPU_SOC 31597mW/7760mW VDD_CPU_CV 1504mW/3745mW VIN_SYS_5V0 12177mW/5903mW
09-24-2026 08:34:40 RAM 24206/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,32%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.25C soc2@53.906C soc0@55.062C gpu@54.125C tj@59.25C soc1@55.062C VDD_GPU_SOC 17006mW/7854mW VDD_CPU_CV 2266mW/3730mW VIN_SYS_5V0 8339mW/5928mW
09-24-2026 08:34:41 RAM 24206/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.656C soc2@53.406C soc0@54.687C gpu@53C tj@58.656C soc1@54.937C VDD_GPU_SOC 6069mW/7836mW VDD_CPU_CV 3032mW/3723mW VIN_SYS_5V0 5425mW/5923mW
09-24-2026 08:34:42 RAM 24233/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.375C soc2@53C soc0@54.531C gpu@52.531C tj@58.375C soc1@54.812C VDD_GPU_SOC 5313mW/7811mW VDD_CPU_CV 3033mW/3716mW VIN_SYS_5V0 5224mW/5916mW
09-24-2026 08:34:43 RAM 24234/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.031C soc2@52.812C soc0@54.218C gpu@52.218C tj@58.031C soc1@54.468C VDD_GPU_SOC 4933mW/7783mW VDD_CPU_CV 3033mW/3710mW VIN_SYS_5V0 5124mW/5908mW
09-24-2026 08:34:44 RAM 24244/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [3%@2201,2%@2201,2%@2201,2%@2201,1%@2201,100%@2201,0%@2201,0%@2201,6%@2201,2%@2201,3%@2201,3%@2201] GR3D_FREQ 0% cpu@58.25C soc2@52.687C soc0@54.093C gpu@52.218C tj@58.25C soc1@54.437C VDD_GPU_SOC 4933mW/7755mW VDD_CPU_CV 3033mW/3703mW VIN_SYS_5V0 5124mW/5901mW
09-24-2026 08:34:45 RAM 24249/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [1%@2201,1%@2201,0%@2201,2%@2201,0%@2201,100%@2201,1%@2201,0%@2201,22%@2201,2%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@57.718C soc2@52.687C soc0@54.125C gpu@52.187C tj@57.718C soc1@54.343C VDD_GPU_SOC 5311mW/7731mW VDD_CPU_CV 3792mW/3704mW VIN_SYS_5V0 5224mW/5894mW
09-24-2026 08:34:46 RAM 24250/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [6%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,1%@2201,0%@2201,5%@2201,2%@2201,11%@2201,3%@2201] GR3D_FREQ 0% cpu@57.656C soc2@52.437C soc0@53.968C gpu@52.031C tj@57.656C soc1@54.375C VDD_GPU_SOC 4933mW/7704mW VDD_CPU_CV 3412mW/3701mW VIN_SYS_5V0 4923mW/5885mW
09-24-2026 08:34:47 RAM 24403/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [1%@2201,0%@2201,0%@2201,92%@2201,1%@2201,8%@2201,1%@2201,2%@2201,1%@2201,0%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@57.062C soc2@52.531C soc0@53.968C gpu@52.031C tj@57.062C soc1@54.281C VDD_GPU_SOC 5313mW/7681mW VDD_CPU_CV 2654mW/3691mW VIN_SYS_5V0 5526mW/5881mW
09-24-2026 08:34:48 RAM 24407/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [1%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@57.031C soc2@52.218C soc0@53.937C gpu@51.875C tj@57.031C soc1@54.031C VDD_GPU_SOC 5313mW/7659mW VDD_CPU_CV 2275mW/3678mW VIN_SYS_5V0 5526mW/5878mW
09-24-2026 08:34:49 RAM 24410/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,1%@2201,100%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.093C soc2@52.125C soc0@53.625C gpu@51.75C tj@57.093C soc1@53.875C VDD_GPU_SOC 5313mW/7637mW VDD_CPU_CV 2275mW/3665mW VIN_SYS_5V0 5526mW/5875mW
09-24-2026 08:34:50 RAM 24412/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@56.812C soc2@52.093C soc0@53.531C gpu@51.75C tj@56.812C soc1@53.875C VDD_GPU_SOC 5313mW/7615mW VDD_CPU_CV 2654mW/3655mW VIN_SYS_5V0 5425mW/5871mW
